BriefDescription,ProjectYear,InternalProjectID,ImprovementType,AreaTypeFuncClass,main_ProjectInformation.State,TollType,TrafficForecast,ForecastYear,ForecastYearType,YearForecastProduced,ForecastingAgency,ForecastMethodology,SegmentDescription,ProjectID,SegmentID,CountID,Year_ofObservation,Count,Station_Identifier,main_TrafficCounts.State,CounterID,FunctionalClass,Year,ActualCount,AdjustedForecast
"The SR 11 Replace Low Level Bridge Project from Little Haw Creek (M.P. 0.400) to Bridge #
730015 (M.P. 0.500)",2005,408639-1,1,1,FL,No Tolls on 1+ lane,3500,2018,2,2005,5-Consultant,1-Traffic count trend,Bridge,"12-9311-408639-1-The SR 11 Replace Low Level Bridge Project from Little Haw Creek (M.P. 0.400) to Bridge #
730015 (M.P. 0.500)",1,12-25001-730009,2008,2600,730009,Florida,12-25001-730009,3-Principal Arterial,2019,NA,2800
"The SR 11 Replace Low Level Bridge Project from Little Haw Creek (M.P. 0.400) to Bridge #
730015 (M.P. 0.500)",2005,408639-1,1,1,FL,No Tolls on 1+ lane,4200,2028,3,2005,5-Consultant,1-Traffic count trend,Bridge,"12-9311-408639-1-The SR 11 Replace Low Level Bridge Project from Little Haw Creek (M.P. 0.400) to Bridge #
730015 (M.P. 0.500)",1,12-25001-730009,2008,2600,730009,Florida,12-25001-730009,3-Principal Arterial,2029,NA,2800
The SR 11 ? Resurfacing Project include SR 11 from Volusia County Line (M.P. 0.000) to SR 5/US 1 (M.P. 15.507).,2005,417141-1,1,1,FL,No Tolls on 1+ lane,3150,2008,1,2005,5-Consultant,1-Traffic count trend,SR 11 North of Volusia County Line,12-9343-417141-1-The SR 11 ? Resurfacing Project include SR 11 from Volusia County Line (M.P. 0.000) to SR 5/US 1 (M.P. 15.507).,1,12-25032-730009,2008,2600,730009,Florida,12-25032-730009,4-Minor Arterial,2009,2600,3150
The SR 11 ? Resurfacing Project include SR 11 from Volusia County Line (M.P. 0.000) to SR 5/US 1 (M.P. 15.507).,2005,417141-1,1,1,FL,No Tolls on 1+ lane,3900,2018,2,2005,5-Consultant,1-Traffic count trend,SR 11 North of Volusia County Line,12-9343-417141-1-The SR 11 ? Resurfacing Project include SR 11 from Volusia County Line (M.P. 0.000) to SR 5/US 1 (M.P. 15.507).,1,12-25032-730009,2008,2600,730009,Florida,12-25032-730009,4-Minor Arterial,2019,NA,3150
The SR 11 ? Resurfacing Project include SR 11 from Volusia County Line (M.P. 0.000) to SR 5/US 1 (M.P. 15.507).,2005,417141-1,1,1,FL,No Tolls on 1+ lane,4650,2028,3,2005,5-Consultant,1-Traffic count trend,SR 11 North of Volusia County Line,12-9343-417141-1-The SR 11 ? Resurfacing Project include SR 11 from Volusia County Line (M.P. 0.000) to SR 5/US 1 (M.P. 15.507).,1,12-25032-730009,2008,2600,730009,Florida,12-25032-730009,4-Minor Arterial,2029,NA,3150
"The SR 9 ? Add Lanes and Rehabilitate Pavement Project from SR 50 (M.P. 13.900) to
Volusia County Line (M.P. 31.190)",2006,406869-3,1,3,FL,No Tolls on 1+ lane,53400,2012,1,2006,5-Consultant,1-Traffic count trend,,"12-9317-406869-3-The SR 9 ? Add Lanes and Rehabilitate Pavement Project from SR 50 (M.P. 13.900) to
Volusia County Line (M.P. 31.190)",1,12-25007-700364,2012,52500,700364,Florida,12-25007-700364,1-Interstate or Limited-access facility,2013,52500,53400
"The SR 9 ? Add Lanes and Rehabilitate Pavement Project from SR 50 (M.P. 13.900) to
Volusia County Line (M.P. 31.190)",2006,406869-3,1,3,FL,No Tolls on 1+ lane,65600,2022,2,2006,5-Consultant,1-Traffic count trend,,"12-9317-406869-3-The SR 9 ? Add Lanes and Rehabilitate Pavement Project from SR 50 (M.P. 13.900) to
Volusia County Line (M.P. 31.190)",1,12-25007-700364,2012,52500,700364,Florida,12-25007-700364,1-Interstate or Limited-access facility,2023,NA,53400
"The SR 9 ? Add Lanes and Rehabilitate Pavement Project from SR 50 (M.P. 13.900) to
Volusia County Line (M.P. 31.190)",2006,406869-3,1,3,FL,No Tolls on 1+ lane,77800,2032,3,2006,5-Consultant,1-Traffic count trend,,"12-9317-406869-3-The SR 9 ? Add Lanes and Rehabilitate Pavement Project from SR 50 (M.P. 13.900) to
Volusia County Line (M.P. 31.190)",1,12-25007-700364,2012,52500,700364,Florida,12-25007-700364,1-Interstate or Limited-access facility,2033,NA,53400
"The SR 9 Add Lanes & Rehabilitate Pavement Project from North of SR 528 (M.P. 4.400) to
SR 50 (M.P. 14.400).",2005,405506-2,4,2,FL,No Tolls on 1+ lane,53700,2010,1,2005,5-Consultant,1-Traffic count trend,,"12-9320-405506-2-The SR 9 Add Lanes & Rehabilitate Pavement Project from North of SR 528 (M.P. 4.400) to
SR 50 (M.P. 14.400).",1,12-25010-700439,2010,36500,700439,Florida,12-25010-700439,3-Principal Arterial,2012,36500,53700
"The SR 9 Add Lanes & Rehabilitate Pavement Project from North of SR 528 (M.P. 4.400) to
SR 50 (M.P. 14.400).",2005,405506-2,4,2,FL,No Tolls on 1+ lane,69100,2020,2,2005,5-Consultant,1-Traffic count trend,,"12-9320-405506-2-The SR 9 Add Lanes & Rehabilitate Pavement Project from North of SR 528 (M.P. 4.400) to
SR 50 (M.P. 14.400).",1,12-25010-700439,2010,36500,700439,Florida,12-25010-700439,3-Principal Arterial,2022,NA,53700
"The SR 9 Add Lanes & Rehabilitate Pavement Project from North of SR 528 (M.P. 4.400) to
SR 50 (M.P. 14.400).",2005,405506-2,4,2,FL,No Tolls on 1+ lane,84500,2030,3,2005,5-Consultant,1-Traffic count trend,,"12-9320-405506-2-The SR 9 Add Lanes & Rehabilitate Pavement Project from North of SR 528 (M.P. 4.400) to
SR 50 (M.P. 14.400).",1,12-25010-700439,2010,36500,700439,Florida,12-25010-700439,3-Principal Arterial,2032,NA,53700
The Add Lanes & Reconstruct Project for SR 426 begin at Mitchell Hammock Road (M.P. 5.050) and end at Pine Street (M.P.6.000).,2002,404525-1,4,3,FL,No Tolls on 1+ lane,20600,2006,1,2002,5-Consultant,5-Professional judgement,Pine Street to Clark Street,12-9323-404525-1-The Add Lanes & Reconstruct Project for SR 426 begin at Mitchell Hammock Road (M.P. 5.050) and end at Pine Street (M.P.6.000).,1,12-25013-770020,2006,19900,770020,Florida,12-25013-770020,3-Principal Arterial,2008,19900,20600
The Add Lanes & Reconstruct Project for SR 426 begin at Mitchell Hammock Road (M.P. 5.050) and end at Pine Street (M.P.6.000).,2002,404525-1,4,3,FL,No Tolls on 1+ lane,26800,2016,2,2002,5-Consultant,5-Professional judgement,Pine Street to Clark Street,12-9323-404525-1-The Add Lanes & Reconstruct Project for SR 426 begin at Mitchell Hammock Road (M.P. 5.050) and end at Pine Street (M.P.6.000).,1,12-25013-770020,2006,19900,770020,Florida,12-25013-770020,3-Principal Arterial,2018,NA,19700
The Add Lanes & Reconstruct Project for SR 426 begin at Mitchell Hammock Road (M.P. 5.050) and end at Pine Street (M.P.6.000).,2002,404525-1,4,3,FL,No Tolls on 1+ lane,34800,2026,3,2002,5-Consultant,5-Professional judgement,Pine Street to Clark Street,12-9323-404525-1-The Add Lanes & Reconstruct Project for SR 426 begin at Mitchell Hammock Road (M.P. 5.050) and end at Pine Street (M.P.6.000).,1,12-25013-770020,2006,19900,770020,Florida,12-25013-770020,3-Principal Arterial,2028,NA,20600
"The SR 15/600 ? Interchange (Major) Project Interchange of SR 15/600 and SR 436 (M.P. 1.500) to (M.P.
2.000)",2006,404418-1,2,3,FL,No Tolls on 1+ lane,51500,2006,1,2006,5-Consultant,1-Traffic count trend,,"12-9325-404418-1-The SR 15/600 ? Interchange (Major) Project Interchange of SR 15/600 and SR 436 (M.P. 1.500) to (M.P.
2.000)",1,12-25015-770019,2006,49000,770019,Florida,12-25015-770019,3-Principal Arterial,2008,49000,51500
"The SR 15/600 ? Interchange (Major) Project Interchange of SR 15/600 and SR 436 (M.P. 1.500) to (M.P.
2.000)",2006,404418-1,2,3,FL,No Tolls on 1+ lane,58100,2016,2,2006,5-Consultant,1-Traffic count trend,,"12-9325-404418-1-The SR 15/600 ? Interchange (Major) Project Interchange of SR 15/600 and SR 436 (M.P. 1.500) to (M.P.
2.000)",1,12-25015-770019,2006,49000,770019,Florida,12-25015-770019,3-Principal Arterial,2018,NA,51500
"The SR 15/600 ? Interchange (Major) Project Interchange of SR 15/600 and SR 436 (M.P. 1.500) to (M.P.
2.000)",2006,404418-1,2,3,FL,No Tolls on 1+ lane,64700,2026,3,2006,5-Consultant,1-Traffic count trend,,"12-9325-404418-1-The SR 15/600 ? Interchange (Major) Project Interchange of SR 15/600 and SR 436 (M.P. 1.500) to (M.P.
2.000)",1,12-25015-770019,2006,49000,770019,Florida,12-25015-770019,3-Principal Arterial,2028,NA,51500
"The Add-Lanes Project for SR 9 begin
1.2 miles north of SR 40 (M.P. 36.500) and end at Flagler County Line (M.P. 45.800).",2002,242696-1,4,1,FL,No Tolls on 1+ lane,46600,2003,1,2002,5-Consultant,1-Traffic count trend,,"12-9327-242696-1-The Add-Lanes Project for SR 9 begin
1.2 miles north of SR 40 (M.P. 36.500) and end at Flagler County Line (M.P. 45.800).",1,12-25017-790495,2003,58500,790495,Florida,12-25017-790495,3-Principal Arterial,2005,58500,46600
"The Add-Lanes Project for SR 9 begin
1.2 miles north of SR 40 (M.P. 36.500) and end at Flagler County Line (M.P. 45.800).",2002,242696-1,4,1,FL,No Tolls on 1+ lane,59100,2013,2,2002,5-Consultant,1-Traffic count trend,,"12-9327-242696-1-The Add-Lanes Project for SR 9 begin
1.2 miles north of SR 40 (M.P. 36.500) and end at Flagler County Line (M.P. 45.800).",1,12-25017-790495,2003,58500,790495,Florida,12-25017-790495,3-Principal Arterial,2015,63500,44900
"The Add-Lanes Project for SR 9 begin
1.2 miles north of SR 40 (M.P. 36.500) and end at Flagler County Line (M.P. 45.800).",2002,242696-1,4,1,FL,No Tolls on 1+ lane,75000,2023,3,2002,5-Consultant,1-Traffic count trend,,"12-9327-242696-1-The Add-Lanes Project for SR 9 begin
1.2 miles north of SR 40 (M.P. 36.500) and end at Flagler County Line (M.P. 45.800).",1,12-25017-790495,2003,58500,790495,Florida,12-25017-790495,3-Principal Arterial,2025,NA,46600
"The SR 400 Resurfacing, Widening and New Construction Project from Orange County Line (M.P. 0.000) to 1.0 mile north of SR 434 (M.P. 4.500).",2005,242592-2,4,3,FL,No Tolls on 1+ lane,148500,2009,1,2005,5-Consultant,1-Traffic count trend,,"12-9329-242592-2-The SR 400 Resurfacing, Widening and New Construction Project from Orange County Line (M.P. 0.000) to 1.0 mile north of SR 434 (M.P. 4.500).",1,12-25019-770267,2009,142000,770267,Florida,12-25019-770267,1-Interstate or Limited-access facility,2011,142000,148500
"The SR 400 Resurfacing, Widening and New Construction Project from Orange County Line (M.P. 0.000) to 1.0 mile north of SR 434 (M.P. 4.500).",2005,242592-2,4,3,FL,No Tolls on 1+ lane,182000,2019,2,2005,5-Consultant,1-Traffic count trend,,"12-9329-242592-2-The SR 400 Resurfacing, Widening and New Construction Project from Orange County Line (M.P. 0.000) to 1.0 mile north of SR 434 (M.P. 4.500).",1,12-25019-770267,2009,142000,770267,Florida,12-25019-770267,1-Interstate or Limited-access facility,2021,NA,148250
"The SR 400 Resurfacing, Widening and New Construction Project from Orange County Line (M.P. 0.000) to 1.0 mile north of SR 434 (M.P. 4.500).",2005,242592-2,4,3,FL,No Tolls on 1+ lane,216000,2029,3,2005,5-Consultant,1-Traffic count trend,,"12-9329-242592-2-The SR 400 Resurfacing, Widening and New Construction Project from Orange County Line (M.P. 0.000) to 1.0 mile north of SR 434 (M.P. 4.500).",1,12-25019-770267,2009,142000,770267,Florida,12-25019-770267,1-Interstate or Limited-access facility,2031,NA,148500
"The CR 484 Add Lanes and Reconstruct (0213) Project from 2200? East of I-75 (M.P. 9.638)
to SE 47th Ave (M.P. 14.506)",2005,241543-1,4,3,FL,No Tolls on 1+ lane,16600,2008,1,2005,5-Consultant,4-Regional travel model,,"12-9330-241543-1-The CR 484 Add Lanes and Reconstruct (0213) Project from 2200? East of I-75 (M.P. 9.638)
to SE 47th Ave (M.P. 14.506)",1,12-25020-360467,2008,11300,360467,Florida,12-25020-360467,3-Principal Arterial,2010,11300,16600
"The CR 484 Add Lanes and Reconstruct (0213) Project from 2200? East of I-75 (M.P. 9.638)
to SE 47th Ave (M.P. 14.506)",2005,241543-1,4,3,FL,No Tolls on 1+ lane,21900,2018,2,2005,5-Consultant,4-Regional travel model,,"12-9330-241543-1-The CR 484 Add Lanes and Reconstruct (0213) Project from 2200? East of I-75 (M.P. 9.638)
to SE 47th Ave (M.P. 14.506)",1,12-25020-360467,2008,11300,360467,Florida,12-25020-360467,3-Principal Arterial,2020,NA,16550
"The CR 484 Add Lanes and Reconstruct (0213) Project from 2200? East of I-75 (M.P. 9.638)
to SE 47th Ave (M.P. 14.506)",2005,241543-1,4,3,FL,No Tolls on 1+ lane,27300,2028,3,2005,5-Consultant,4-Regional travel model,,"12-9330-241543-1-The CR 484 Add Lanes and Reconstruct (0213) Project from 2200? East of I-75 (M.P. 9.638)
to SE 47th Ave (M.P. 14.506)",1,12-25020-360467,2008,11300,360467,Florida,12-25020-360467,3-Principal Arterial,2030,NA,16600
Port Malabar Blvd. Bridge Replacement Project on Port Malabar Blvd. from M.P. 0.201 to M.P. 0.223,2007,241211-1,1,3,FL,No Tolls on 1+ lane,14200,2010,1,2007,5-Consultant,5-Professional judgement,,12-9331-241211-1-Port Malabar Blvd. Bridge Replacement Project on Port Malabar Blvd. from M.P. 0.201 to M.P. 0.223,1,12-25021-700379,2010,17000,700379,Florida,12-25021-700379,4-Minor Arterial,2011,17000,14200
Port Malabar Blvd. Bridge Replacement Project on Port Malabar Blvd. from M.P. 0.201 to M.P. 0.223,2007,241211-1,1,3,FL,No Tolls on 1+ lane,15600,2020,2,2007,5-Consultant,5-Professional judgement,,12-9331-241211-1-Port Malabar Blvd. Bridge Replacement Project on Port Malabar Blvd. from M.P. 0.201 to M.P. 0.223,1,12-25021-700379,2010,17000,700379,Florida,12-25021-700379,4-Minor Arterial,2021,NA,14200
Port Malabar Blvd. Bridge Replacement Project on Port Malabar Blvd. from M.P. 0.201 to M.P. 0.223,2007,241211-1,1,3,FL,No Tolls on 1+ lane,17000,2030,3,2007,5-Consultant,5-Professional judgement,,12-9331-241211-1-Port Malabar Blvd. Bridge Replacement Project on Port Malabar Blvd. from M.P. 0.201 to M.P. 0.223,1,12-25021-700379,2010,17000,700379,Florida,12-25021-700379,4-Minor Arterial,2031,NA,14200
"The CR 402 Construct High Level Bridge Project CR 402, from M.P. 2.949 to M.P. 11.774",2002,241200-1,11,1,FL,No Tolls on 1+ lane,5430,2005,1,2002,5-Consultant,5-Professional judgement,,"12-9332-241200-1-The CR 402 Construct High Level Bridge Project CR 402, from M.P. 2.949 to M.P. 11.774",1,12-25021-700379,2010,17000,700379,Florida,12-25021-700379,6-Minor Collector,2007,16500,5645
"The CR 402 Construct High Level Bridge Project CR 402, from M.P. 2.949 to M.P. 11.774",2002,241200-1,11,1,FL,No Tolls on 1+ lane,5860,2015,2,2002,5-Consultant,5-Professional judgement,,"12-9332-241200-1-The CR 402 Construct High Level Bridge Project CR 402, from M.P. 2.949 to M.P. 11.774",1,12-25021-700379,2010,17000,700379,Florida,12-25021-700379,6-Minor Collector,2017,19600,5645
"The CR 402 Construct High Level Bridge Project CR 402, from M.P. 2.949 to M.P. 11.774",2002,241200-1,11,1,FL,No Tolls on 1+ lane,6290,2025,3,2002,5-Consultant,5-Professional judgement,,"12-9332-241200-1-The CR 402 Construct High Level Bridge Project CR 402, from M.P. 2.949 to M.P. 11.774",1,12-25021-700379,2010,17000,700379,Florida,12-25021-700379,6-Minor Collector,2027,NA,5645
"The Add Left Turn Lane(s) Project begin at south of US 92 Extension (M.P.
15.072) to the US 92 Extension (M.P. 15.172)",2004,241020-1,4,3,FL,No Tolls on 1+ lane,30100,2007,1,2004,5-Consultant,5-Professional judgement,,"12-9334-241020-1-The Add Left Turn Lane(s) Project begin at south of US 92 Extension (M.P.
15.072) to the US 92 Extension (M.P. 15.172)",1,12-25023-790066,2007,25000,790066,Florida,12-25023-790066,3-Principal Arterial,2009,25000,30100
"The Add Left Turn Lane(s) Project begin at south of US 92 Extension (M.P.
15.072) to the US 92 Extension (M.P. 15.172)",2004,241020-1,4,3,FL,No Tolls on 1+ lane,35200,2017,2,2004,5-Consultant,5-Professional judgement,,"12-9334-241020-1-The Add Left Turn Lane(s) Project begin at south of US 92 Extension (M.P.
15.072) to the US 92 Extension (M.P. 15.172)",1,12-25023-790066,2007,25000,790066,Florida,12-25023-790066,3-Principal Arterial,2019,NA,30050
"The Add Left Turn Lane(s) Project begin at south of US 92 Extension (M.P.
15.072) to the US 92 Extension (M.P. 15.172)",2004,241020-1,4,3,FL,No Tolls on 1+ lane,40400,2027,3,2004,5-Consultant,5-Professional judgement,,"12-9334-241020-1-The Add Left Turn Lane(s) Project begin at south of US 92 Extension (M.P.
15.072) to the US 92 Extension (M.P. 15.172)",1,12-25023-790066,2007,25000,790066,Florida,12-25023-790066,3-Principal Arterial,2029,NA,30100
The SR 5 intersection improvement project at Canal Street from (M.P. 18.030) to (M.P. 18.320,2010,240992-5,2,3,FL,No Tolls on 1+ lane,25000,2012,1,2010,5-Consultant,4-Regional travel model,,12-9335-240992-5-The SR 5 intersection improvement project at Canal Street from (M.P. 18.030) to (M.P. 18.320,1,12-25024-795155,2012,24500,795155,Florida,12-25024-795155,3-Principal Arterial,2014,24500,25000
The SR 5 intersection improvement project at Canal Street from (M.P. 18.030) to (M.P. 18.320,2010,240992-5,2,3,FL,No Tolls on 1+ lane,27800,2022,2,2010,5-Consultant,4-Regional travel model,,12-9335-240992-5-The SR 5 intersection improvement project at Canal Street from (M.P. 18.030) to (M.P. 18.320,1,12-25024-795155,2012,24500,795155,Florida,12-25024-795155,3-Principal Arterial,2024,NA,25050
The SR 5 intersection improvement project at Canal Street from (M.P. 18.030) to (M.P. 18.320,2010,240992-5,2,3,FL,No Tolls on 1+ lane,30500,2032,3,2010,5-Consultant,4-Regional travel model,,12-9335-240992-5-The SR 5 intersection improvement project at Canal Street from (M.P. 18.030) to (M.P. 18.320,1,12-25024-795155,2012,24500,795155,Florida,12-25024-795155,3-Principal Arterial,2034,NA,25000
"The SR 5/US 1 (Ridgewood Avenue) ? intersection improvement project from South of
Dunlawton Avenue (M.P. 27.400) to North of Herbert Street (M.P. 27.850",2010,240992-2,2,3,FL,No Tolls on 1+ lane,20200,2012,1,2010,5-Consultant,4-Regional travel model,,"12-9336-240992-2-The SR 5/US 1 (Ridgewood Avenue) ? intersection improvement project from South of
Dunlawton Avenue (M.P. 27.400) to North of Herbert Street (M.P. 27.850",1,12-25025-795057,2012,19600,795057,Florida,12-25025-795057,3-Principal Arterial,2014,19600,20200
"The SR 5/US 1 (Ridgewood Avenue) ? intersection improvement project from South of
Dunlawton Avenue (M.P. 27.400) to North of Herbert Street (M.P. 27.850",2010,240992-2,2,3,FL,No Tolls on 1+ lane,22200,2022,2,2010,5-Consultant,4-Regional travel model,,"12-9336-240992-2-The SR 5/US 1 (Ridgewood Avenue) ? intersection improvement project from South of
Dunlawton Avenue (M.P. 27.400) to North of Herbert Street (M.P. 27.850",1,12-25025-795057,2012,19600,795057,Florida,12-25025-795057,3-Principal Arterial,2024,NA,20200
"The SR 5/US 1 (Ridgewood Avenue) ? intersection improvement project from South of
Dunlawton Avenue (M.P. 27.400) to North of Herbert Street (M.P. 27.850",2010,240992-2,2,3,FL,No Tolls on 1+ lane,24200,2032,3,2010,5-Consultant,4-Regional travel model,,"12-9336-240992-2-The SR 5/US 1 (Ridgewood Avenue) ? intersection improvement project from South of
Dunlawton Avenue (M.P. 27.400) to North of Herbert Street (M.P. 27.850",1,12-25025-795057,2012,19600,795057,Florida,12-25025-795057,3-Principal Arterial,2034,NA,20200
The Add Lanes & Reconstruct Project for SR 15/600 begin at SR 472 (M.P. 9.407) and end at SR 15A (M.P. 11.322,2002,240887-1,4,3,FL,No Tolls on 1+ lane,44700,2008,1,2002,5-Consultant,5-Professional judgement,,12-9338-240887-1-The Add Lanes & Reconstruct Project for SR 15/600 begin at SR 472 (M.P. 9.407) and end at SR 15A (M.P. 11.322,1,12-25027-791004,2008,47500,791004,Florida,12-25027-791004,3-Principal Arterial,2010,47500,44700
The Add Lanes & Reconstruct Project for SR 15/600 begin at SR 472 (M.P. 9.407) and end at SR 15A (M.P. 11.322,2002,240887-1,4,3,FL,No Tolls on 1+ lane,48700,2018,2,2002,5-Consultant,5-Professional judgement,,12-9338-240887-1-The Add Lanes & Reconstruct Project for SR 15/600 begin at SR 472 (M.P. 9.407) and end at SR 15A (M.P. 11.322,1,12-25027-791004,2008,47500,791004,Florida,12-25027-791004,3-Principal Arterial,2020,NA,44750
The Add Lanes & Reconstruct Project for SR 15/600 begin at SR 472 (M.P. 9.407) and end at SR 15A (M.P. 11.322,2002,240887-1,4,3,FL,No Tolls on 1+ lane,52600,2028,3,2002,5-Consultant,5-Professional judgement,,12-9338-240887-1-The Add Lanes & Reconstruct Project for SR 15/600 begin at SR 472 (M.P. 9.407) and end at SR 15A (M.P. 11.322,1,12-25027-791004,2008,47500,791004,Florida,12-25027-791004,3-Principal Arterial,2030,NA,44700
"The SR 520 Traffic Ops Improvement Project on SR 520 from East of SR 5 (M.P. 8.750) to East of Forrest
Ave (M.P. 9.035).",2005,416408-1,12,3,FL,No Tolls on 1+ lane,48500,2008,1,2005,5-Consultant,1-Traffic count trend,MP 8.75 to MP 9.035,"12-9340-416408-1-The SR 520 Traffic Ops Improvement Project on SR 520 from East of SR 5 (M.P. 8.750) to East of Forrest
Ave (M.P. 9.035).",1,12-25029-705119,2008,32500,705119,Florida,12-25029-705119,3-Principal Arterial,2010,32500,48500
