BriefDescription,ProjectYear,InternalProjectID,ImprovementType,AreaTypeFuncClass,main_ProjectInformation.State,TollType,TrafficForecast,ForecastYear,ForecastYearType,YearForecastProduced,ForecastingAgency,ForecastMethodology,SegmentDescription,ProjectID,SegmentID,CountID,Year_ofObservation,Count,Station_Identifier,main_TrafficCounts.State,CounterID,FunctionalClass,AdjustedForecast,Error,PercentError,AbsPE,Comments
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,23350,2000,1,1986,1-State DOT,1,", , , TH 7Between Tonka Ford RdEB",28-7348-TA-M345-TH 7 - From TH 41 to TH 101,,28-23474-,2000,74000,,Minnesota,28-23474-,8,23350,-50650,-216.9164882,216.9164882,Database Issue
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,21850,2000,1,1986,1-State DOT,1,", , , WB",28-7349-TA-M345-TH 7 - From TH 41 to TH 101,,28-23474-,2000,74000,,Minnesota,28-23474-,8,21850,-52150,-238.6727689,238.6727689,Database Issue
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,23350,2000,1,1986,1-State DOT,1,", , , TH 7Tonka FordTH 101EB",28-7350-TA-M345-TH 7 - From TH 41 to TH 101,,28-23474-,2000,74000,,Minnesota,28-23474-,8,23350,-50650,-216.9164882,216.9164882,Database Issue
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,23450,2000,1,1986,1-State DOT,1,", , , WB",28-7351-TA-M345-TH 7 - From TH 41 to TH 101,,28-23474-,2000,74000,,Minnesota,28-23474-,8,23450,-50550,-215.565032,215.565032,Database Issue
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,17250,2000,1,1986,1-State DOT,1,", , , TH 7Between TH 101EB",28-7352-TA-M345-TH 7 - From TH 41 to TH 101,,28-23474-,2000,74000,,Minnesota,28-23474-,8,17250,-56750,-328.9855072,328.9855072,Database Issue
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,16250,2000,1,1986,1-State DOT,1,", , , WB",28-7353-TA-M345-TH 7 - From TH 41 to TH 101,,28-23474-,2000,74000,,Minnesota,28-23474-,8,16250,-57750,-355.3846154,355.3846154,Database Issue
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,24150,2000,1,1986,1-State DOT,1,", , , TH 7TH 101Cub Store/K-Mart DriveEB",28-7354-TA-M345-TH 7 - From TH 41 to TH 101,,28-23474-,2000,74000,,Minnesota,28-23474-,8,24150,-49850,-206.4182195,206.4182195,Database Issue
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,23650,2000,1,1986,1-State DOT,1,", , , WB",28-7355-TA-M345-TH 7 - From TH 41 to TH 101,,28-23474-,2000,74000,,Minnesota,28-23474-,8,23650,-50350,-212.8964059,212.8964059,Database Issue
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,22950,2000,1,1986,1-State DOT,1,", , , TH 7Between Cub Store/K-Mart DriveEB",28-7356-TA-M345-TH 7 - From TH 41 to TH 101,,28-23474-,2000,74000,,Minnesota,28-23474-,8,22950,-51050,-222.4400871,222.4400871,Database Issue
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,23650,2000,1,1986,1-State DOT,1,", , , WB",28-7357-TA-M345-TH 7 - From TH 41 to TH 101,,28-23474-,2000,74000,,Minnesota,28-23474-,8,23650,-50350,-212.8964059,212.8964059,Database Issue
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,24850,2000,1,1986,1-State DOT,1,", , , TH 7East of Cub Store/K-Mart DriveEB",28-7358-TA-M345-TH 7 - From TH 41 to TH 101,,28-23475-,2000,20500,,Minnesota,28-23475-,8,24850,4350,17.50503018,17.50503018,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,24850,2000,1,1986,1-State DOT,1,", , , WB",28-7359-TA-M345-TH 7 - From TH 41 to TH 101,,28-23476-,2000,20500,,Minnesota,28-23476-,8,24850,4350,17.50503018,17.50503018,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,22000,2000,1,1986,1-State DOT,1,", , , TH 7West of Vine Hill RdEB",28-7360-TA-M345-TH 7 - From TH 41 to TH 101,,28-23476-,2000,20500,,Minnesota,28-23476-,8,22000,1500,6.818181818,6.818181818,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,23750,2000,1,1986,1-State DOT,1,", , , WB",28-7361-TA-M345-TH 7 - From TH 41 to TH 101,,28-23476-,2000,20500,,Minnesota,28-23476-,8,23750,3250,13.68421053,13.68421053,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,19300,2000,1,1986,1-State DOT,1,", , , TH 7Between Vine Hill RdEB",28-7362-TA-M345-TH 7 - From TH 41 to TH 101,,28-23476-,2000,20500,,Minnesota,28-23476-,8,19300,-1200,-6.21761658,6.21761658,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,19100,2000,1,1986,1-State DOT,1,", , , WB",28-7363-TA-M345-TH 7 - From TH 41 to TH 101,,28-23476-,2000,20500,,Minnesota,28-23476-,8,19100,-1400,-7.329842932,7.329842932,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,24750,2000,1,1986,1-State DOT,1,", , , TH 7Vine Hill RdMinnetonka High School RoadsEB",28-7364-TA-M345-TH 7 - From TH 41 to TH 101,,28-23476-,2000,20500,,Minnesota,28-23476-,8,24750,4250,17.17171717,17.17171717,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,22950,2000,1,1986,1-State DOT,1,", , , WB",28-7365-TA-M345-TH 7 - From TH 41 to TH 101,,28-23476-,2000,20500,,Minnesota,28-23476-,8,22950,2450,10.67538126,10.67538126,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,20750,2000,1,1986,1-State DOT,1,", , , TH 7Between Minnetonka High School RoadsOld Excelsior BlvdEB",28-7366-TA-M345-TH 7 - From TH 41 to TH 101,,28-23476-,2000,20500,,Minnesota,28-23476-,8,20750,250,1.204819277,1.204819277,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,22950,2000,1,1986,1-State DOT,1,", , , WB",28-7367-TA-M345-TH 7 - From TH 41 to TH 101,,28-23476-,2000,20500,,Minnesota,28-23476-,8,22950,2450,10.67538126,10.67538126,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,20750,2000,1,1986,1-State DOT,1,", , , TH 7Between Old Excelsior BlvdEB",28-7368-TA-M345-TH 7 - From TH 41 to TH 101,,28-23476-,2000,20500,,Minnesota,28-23476-,8,20750,250,1.204819277,1.204819277,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,22550,2000,1,1986,1-State DOT,1,", , , WB",28-7369-TA-M345-TH 7 - From TH 41 to TH 101,,28-23476-,2000,20500,,Minnesota,28-23476-,8,22550,2050,9.090909091,9.090909091,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,20750,2000,1,1986,1-State DOT,1,", , , TH 7Between Old Excelsior BlvdBetween Minnetonka High School RoadsEB",28-7370-TA-M345-TH 7 - From TH 41 to TH 101,,28-23476-,2000,20500,,Minnesota,28-23476-,8,20750,250,1.204819277,1.204819277,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,23250,2000,1,1986,1-State DOT,1,", , , WB",28-7371-TA-M345-TH 7 - From TH 41 to TH 101,,28-23476-,2000,20500,,Minnesota,28-23476-,8,23250,2750,11.82795699,11.82795699,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,23350,2000,1,1986,1-State DOT,1,", , , TH 7Minnetonka High School RoadsLynwood TerraceEB",28-7372-TA-M345-TH 7 - From TH 41 to TH 101,,28-23476-,2000,20500,,Minnesota,28-23476-,8,23350,2850,12.20556745,12.20556745,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,23250,2000,1,1986,1-State DOT,1,", , , WB",28-7373-TA-M345-TH 7 - From TH 41 to TH 101,,28-23476-,2000,20500,,Minnesota,28-23476-,8,23250,2750,11.82795699,11.82795699,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,23350,2000,1,1986,1-State DOT,1,", , , TH 7Between Lynwood TerraceEB",28-7374-TA-M345-TH 7 - From TH 41 to TH 101,,28-23476-,2000,20500,,Minnesota,28-23476-,8,23350,2850,12.20556745,12.20556745,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,23100,2000,1,1986,1-State DOT,1,", , , WB",28-7375-TA-M345-TH 7 - From TH 41 to TH 101,,28-23476-,2000,20500,,Minnesota,28-23476-,8,23100,2600,11.25541126,11.25541126,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,23350,2000,1,1986,1-State DOT,1,", , , TH 7East of Lynwood TerraceEB",28-7376-TA-M345-TH 7 - From TH 41 to TH 101,,28-23477-,2000,19500,,Minnesota,28-23477-,8,23350,3850,16.4882227,16.4882227,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,23250,2000,1,1986,1-State DOT,1,", , , WB",28-7377-TA-M345-TH 7 - From TH 41 to TH 101,,28-23478-,2000,19500,,Minnesota,28-23478-,8,23250,3750,16.12903226,16.12903226,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,20200,2000,1,1986,1-State DOT,1,", , , TH 7West of Christmas Lake RdEB",28-7378-TA-M345-TH 7 - From TH 41 to TH 101,,28-23479-,2000,16500,,Minnesota,28-23479-,8,20200,3700,18.31683168,18.31683168,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,22000,2000,1,1986,1-State DOT,1,", , , WB",28-7379-TA-M345-TH 7 - From TH 41 to TH 101,,28-23480-,2000,16500,,Minnesota,28-23480-,8,22000,5500,25,25,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,20200,2000,1,1986,1-State DOT,1,", , , TH 7Between Christmas Lake RdEB",28-7380-TA-M345-TH 7 - From TH 41 to TH 101,,28-23480-,2000,16500,,Minnesota,28-23480-,8,20200,3700,18.31683168,18.31683168,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,20800,2000,1,1986,1-State DOT,1,", , , WB",28-7381-TA-M345-TH 7 - From TH 41 to TH 101,,28-23480-,2000,16500,,Minnesota,28-23480-,8,20800,4300,20.67307692,20.67307692,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,23050,2000,1,1986,1-State DOT,1,", , , TH 7Christmas Lake RdRadisson EntEB",28-7382-TA-M345-TH 7 - From TH 41 to TH 101,,28-23480-,2000,16500,,Minnesota,28-23480-,8,23050,6550,28.4164859,28.4164859,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,21050,2000,1,1986,1-State DOT,1,", , , WB",28-7383-TA-M345-TH 7 - From TH 41 to TH 101,,28-23480-,2000,16500,,Minnesota,28-23480-,8,21050,4550,21.6152019,21.6152019,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,23050,2000,1,1986,1-State DOT,1,", , , TH 7Christmas Lake RdRadisson EntEB",28-7384-TA-M345-TH 7 - From TH 41 to TH 101,,28-23480-,2000,16500,,Minnesota,28-23480-,8,23050,6550,28.4164859,28.4164859,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,23050,2000,1,1986,1-State DOT,1,", , , WB",28-7385-TA-M345-TH 7 - From TH 41 to TH 101,,28-23480-,2000,16500,,Minnesota,28-23480-,8,23050,6550,28.4164859,28.4164859,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,22550,2000,1,1986,1-State DOT,1,", , , TH 7Radisson EntRadisson RdEB",28-7386-TA-M345-TH 7 - From TH 41 to TH 101,,28-23480-,2000,16500,,Minnesota,28-23480-,8,22550,6050,26.82926829,26.82926829,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,23050,2000,1,1986,1-State DOT,1,", , , WB",28-7387-TA-M345-TH 7 - From TH 41 to TH 101,,28-23480-,2000,16500,,Minnesota,28-23480-,8,23050,6550,28.4164859,28.4164859,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,21950,2000,1,1986,1-State DOT,1,", , , TH 7Between Radisson RdEB",28-7388-TA-M345-TH 7 - From TH 41 to TH 101,,28-23480-,2000,16500,,Minnesota,28-23480-,8,21950,5450,24.82915718,24.82915718,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,22550,2000,1,1986,1-State DOT,1,", , , WB",28-7389-TA-M345-TH 7 - From TH 41 to TH 101,,28-23480-,2000,16500,,Minnesota,28-23480-,8,22550,6050,26.82926829,26.82926829,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,22950,2000,1,1986,1-State DOT,1,", , , TH 7East of RadissonEB",28-7390-TA-M345-TH 7 - From TH 41 to TH 101,,28-23481-,2000,18500,,Minnesota,28-23481-,8,22950,4450,19.38997821,19.38997821,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,23150,2000,1,1986,1-State DOT,1,", , , WB",28-7391-TA-M345-TH 7 - From TH 41 to TH 101,,28-23482-,2000,18500,,Minnesota,28-23482-,8,23150,4650,20.08639309,20.08639309,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,17450,2000,1,1986,1-State DOT,1,", , , TH 7Between Elm PlaceEB",28-7392-TA-M345-TH 7 - From TH 41 to TH 101,,28-23482-,2000,18500,,Minnesota,28-23482-,8,17450,-1050,-6.017191977,6.017191977,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,17950,2000,1,1986,1-State DOT,1,", , , WB",28-7393-TA-M345-TH 7 - From TH 41 to TH 101,,28-23482-,2000,18500,,Minnesota,28-23482-,8,17950,-550,-3.064066852,3.064066852,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,17950,2000,1,1986,1-State DOT,1,", , , TH 7Elm PlaceMorse AveEB",28-7394-TA-M345-TH 7 - From TH 41 to TH 101,,28-23482-,2000,18500,,Minnesota,28-23482-,8,17950,-550,-3.064066852,3.064066852,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,17950,2000,1,1986,1-State DOT,1,", , , WB",28-7395-TA-M345-TH 7 - From TH 41 to TH 101,,28-23482-,2000,18500,,Minnesota,28-23482-,8,17950,-550,-3.064066852,3.064066852,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,16900,2000,1,1986,1-State DOT,1,", , , TH 7Between Morse AveEB",28-7396-TA-M345-TH 7 - From TH 41 to TH 101,,28-23482-,2000,18500,,Minnesota,28-23482-,8,16900,-1600,-9.467455621,9.467455621,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,16800,2000,1,1986,1-State DOT,1,", , , WB",28-7397-TA-M345-TH 7 - From TH 41 to TH 101,,28-23482-,2000,18500,,Minnesota,28-23482-,8,16800,-1700,-10.11904762,10.11904762,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,17400,2000,1,1986,1-State DOT,1,", , , TH 7Just east of Morse LakeEB",28-7398-TA-M345-TH 7 - From TH 41 to TH 101,,28-23482-,2000,18500,,Minnesota,28-23482-,8,17400,-1100,-6.32183908,6.32183908,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,17300,2000,1,1986,1-State DOT,1,", , , WB",28-7399-TA-M345-TH 7 - From TH 41 to TH 101,,28-23482-,2000,18500,,Minnesota,28-23482-,8,17300,-1200,-6.936416185,6.936416185,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,17400,2000,1,1986,1-State DOT,1,", , , TH 7Morse LakeDivisionEB",28-7400-TA-M345-TH 7 - From TH 41 to TH 101,,28-23482-,2000,18500,,Minnesota,28-23482-,8,17400,-1100,-6.32183908,6.32183908,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,17300,2000,1,1986,1-State DOT,1,", , , WB",28-7401-TA-M345-TH 7 - From TH 41 to TH 101,,28-23482-,2000,18500,,Minnesota,28-23482-,8,17300,-1200,-6.936416185,6.936416185,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,21400,2000,1,1986,1-State DOT,1,", , , TH 7East of DivisionEB",28-7402-TA-M345-TH 7 - From TH 41 to TH 101,,28-23482-,2000,18500,,Minnesota,28-23482-,8,21400,2900,13.55140187,13.55140187,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,22000,2000,1,1986,1-State DOT,1,", , , WB",28-7403-TA-M345-TH 7 - From TH 41 to TH 101,,28-23482-,2000,18500,,Minnesota,28-23482-,8,22000,3500,15.90909091,15.90909091,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,14500,2000,1,1986,1-State DOT,1,", , , TH 7West of Murray-Hill RdEB",28-7404-TA-M345-TH 7 - From TH 41 to TH 101,,28-23483-,2000,11750,,Minnesota,28-23483-,8,14500,2750,18.96551724,18.96551724,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,14500,2000,1,1986,1-State DOT,1,", , , WB",28-7405-TA-M345-TH 7 - From TH 41 to TH 101,,28-23484-,2000,11750,,Minnesota,28-23484-,8,14500,2750,18.96551724,18.96551724,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,12350,2000,1,1986,1-State DOT,1,", , , TH 7Between Murray-Hill RdEB",28-7406-TA-M345-TH 7 - From TH 41 to TH 101,,28-23484-,2000,11750,,Minnesota,28-23484-,8,12350,600,4.858299595,4.858299595,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,12350,2000,1,1986,1-State DOT,1,", , , WB",28-7407-TA-M345-TH 7 - From TH 41 to TH 101,,28-23484-,2000,11750,,Minnesota,28-23484-,8,12350,600,4.858299595,4.858299595,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,13450,2000,1,1986,1-State DOT,1,", , , TH 7Murray-Hill RdGalpin Lake RdEB",28-7408-TA-M345-TH 7 - From TH 41 to TH 101,,28-23484-,2000,11750,,Minnesota,28-23484-,8,13450,1700,12.6394052,12.6394052,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,13450,2000,1,1986,1-State DOT,1,", , , WB",28-7409-TA-M345-TH 7 - From TH 41 to TH 101,,28-23484-,2000,11750,,Minnesota,28-23484-,8,13450,1700,12.6394052,12.6394052,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,12650,2000,1,1986,1-State DOT,1,", , , TH 7Between Galpin Lake RdEB",28-7410-TA-M345-TH 7 - From TH 41 to TH 101,,28-23484-,2000,11750,,Minnesota,28-23484-,8,12650,900,7.114624506,7.114624506,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,12650,2000,1,1986,1-State DOT,1,", , , WB",28-7411-TA-M345-TH 7 - From TH 41 to TH 101,,28-23484-,2000,11750,,Minnesota,28-23484-,8,12650,900,7.114624506,7.114624506,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,13850,2000,1,1986,1-State DOT,1,", , , TH 7Galpin Lake RdCSAH 19EB",28-7412-TA-M345-TH 7 - From TH 41 to TH 101,,28-23484-,2000,11750,,Minnesota,28-23484-,8,13850,2100,15.16245487,15.16245487,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,13850,2000,1,1986,1-State DOT,1,", , , WB",28-7413-TA-M345-TH 7 - From TH 41 to TH 101,,28-23484-,2000,11750,,Minnesota,28-23484-,8,13850,2100,15.16245487,15.16245487,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,12950,2000,1,1986,1-State DOT,1,", , , TH 7Between CSAH 19EB",28-7414-TA-M345-TH 7 - From TH 41 to TH 101,,28-23484-,2000,11750,,Minnesota,28-23484-,8,12950,1200,9.266409266,9.266409266,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,12950,2000,1,1986,1-State DOT,1,", , , WB",28-7415-TA-M345-TH 7 - From TH 41 to TH 101,,28-23484-,2000,11750,,Minnesota,28-23484-,8,12950,1200,9.266409266,9.266409266,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,17950,2000,1,1986,1-State DOT,1,", , , TH 7East of CSAH 19EB",28-7416-TA-M345-TH 7 - From TH 41 to TH 101,,28-23484-,2000,11750,,Minnesota,28-23484-,8,17950,6200,34.54038997,34.54038997,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,17950,2000,1,1986,1-State DOT,1,", , , WB",28-7417-TA-M345-TH 7 - From TH 41 to TH 101,,28-23484-,2000,11750,,Minnesota,28-23484-,8,17950,6200,34.54038997,34.54038997,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,9500,2000,1,1986,1-State DOT,1,", , , TH 7West of TH 41EB",28-7418-TA-M345-TH 7 - From TH 41 to TH 101,,28-23485-,2000,9500,,Minnesota,28-23485-,8,9500,0,0,0,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,10400,2000,1,1986,1-State DOT,1,", , , WB",28-7419-TA-M345-TH 7 - From TH 41 to TH 101,,28-23486-,2000,9500,,Minnesota,28-23486-,8,10400,900,8.653846154,8.653846154,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,7900,2000,1,1986,1-State DOT,1,", , , TH 7Between TH 41EB",28-7420-TA-M345-TH 7 - From TH 41 to TH 101,,28-23486-,2000,9500,,Minnesota,28-23486-,8,7900,-1600,-20.25316456,20.25316456,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,7900,2000,1,1986,1-State DOT,1,", , , WB",28-7421-TA-M345-TH 7 - From TH 41 to TH 101,,28-23486-,2000,9500,,Minnesota,28-23486-,8,7900,-1600,-20.25316456,20.25316456,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,14500,2000,1,1986,1-State DOT,1,", , , TH 7East of TH 41EB",28-7422-TA-M345-TH 7 - From TH 41 to TH 101,,28-23486-,2000,9500,,Minnesota,28-23486-,8,14500,5000,34.48275862,34.48275862,
TH 7 - From TH 41 to TH 101,1986,TA-M345,12,4,MN,No Tolls on 1+ lane,14500,2000,1,1986,1-State DOT,1,", , , WB",28-7423-TA-M345-TH 7 - From TH 41 to TH 101,,28-23486-,2000,9500,,Minnesota,28-23486-,8,14500,5000,34.48275862,34.48275862,
CSAH 1 - Nesbitt Ave to Yukon Ave,1986,TA-M346,12,4,MN,No Tolls on 1+ lane,11200,2000,1,1986,1-State DOT,1,", , , CSAH 1West of Louisiana AveEB",28-7424-TA-M346-CSAH 1 - Nesbitt Ave to Yukon Ave,,28-23486-,2000,9500,,Minnesota,28-23486-,8,11200,1700,15.17857143,15.17857143,
CSAH 1 - Nesbitt Ave to Yukon Ave,1986,TA-M346,12,4,MN,No Tolls on 1+ lane,11200,2000,1,1986,1-State DOT,1,", , , WB",28-7425-TA-M346-CSAH 1 - Nesbitt Ave to Yukon Ave,,28-23486-,2000,9500,,Minnesota,28-23486-,8,11200,1700,15.17857143,15.17857143,
CSAH 1 - Nesbitt Ave to Yukon Ave,1986,TA-M346,12,4,MN,No Tolls on 1+ lane,11000,2000,1,1986,1-State DOT,1,", , , CSAH 1Between Louisiana AveEB",28-7426-TA-M346-CSAH 1 - Nesbitt Ave to Yukon Ave,,28-23486-,2000,9500,,Minnesota,28-23486-,8,11000,1500,13.63636364,13.63636364,
CSAH 1 - Nesbitt Ave to Yukon Ave,1986,TA-M346,12,4,MN,No Tolls on 1+ lane,11000,2000,1,1986,1-State DOT,1,", , , WB",28-7427-TA-M346-CSAH 1 - Nesbitt Ave to Yukon Ave,,28-23486-,2000,9500,,Minnesota,28-23486-,8,11000,1500,13.63636364,13.63636364,
CSAH 1 - Nesbitt Ave to Yukon Ave,1986,TA-M346,12,4,MN,No Tolls on 1+ lane,11300,2000,1,1986,1-State DOT,1,", , , CSAH 1Louisiana AveHampshire AveEB",28-7428-TA-M346-CSAH 1 - Nesbitt Ave to Yukon Ave,,28-23486-,2000,9500,,Minnesota,28-23486-,8,11300,1800,15.92920354,15.92920354,
CSAH 1 - Nesbitt Ave to Yukon Ave,1986,TA-M346,12,4,MN,No Tolls on 1+ lane,11300,2000,1,1986,1-State DOT,1,", , , WB",28-7429-TA-M346-CSAH 1 - Nesbitt Ave to Yukon Ave,,28-23486-,2000,9500,,Minnesota,28-23486-,8,11300,1800,15.92920354,15.92920354,
CSAH 1 - Nesbitt Ave to Yukon Ave,1986,TA-M346,12,4,MN,No Tolls on 1+ lane,10100,2000,1,1986,1-State DOT,1,", , , CSAH 1Between Hampshire AveEB",28-7430-TA-M346-CSAH 1 - Nesbitt Ave to Yukon Ave,,28-23487-,2000,12700,,Minnesota,28-23487-,8,10100,-2600,-25.74257426,25.74257426,
CSAH 1 - Nesbitt Ave to Yukon Ave,1986,TA-M346,12,4,MN,No Tolls on 1+ lane,10100,2000,1,1986,1-State DOT,1,", , , WB",28-7431-TA-M346-CSAH 1 - Nesbitt Ave to Yukon Ave,,28-23488-,2000,12700,,Minnesota,28-23488-,8,10100,-2600,-25.74257426,25.74257426,
CSAH 1 - Nesbitt Ave to Yukon Ave,1986,TA-M346,12,4,MN,No Tolls on 1+ lane,12200,2000,1,1986,1-State DOT,1,", , , CSAH 1Hampshire AveNesbitt AveEB",28-7432-TA-M346-CSAH 1 - Nesbitt Ave to Yukon Ave,,28-23488-,2000,12700,,Minnesota,28-23488-,8,12200,-500,-4.098360656,4.098360656,
CSAH 1 - Nesbitt Ave to Yukon Ave,1986,TA-M346,12,4,MN,No Tolls on 1+ lane,12200,2000,1,1986,1-State DOT,1,", , , WB",28-7433-TA-M346-CSAH 1 - Nesbitt Ave to Yukon Ave,,28-23488-,2000,12700,,Minnesota,28-23488-,8,12200,-500,-4.098360656,4.098360656,
