BriefDescription,ProjectYear,InternalProjectID,AreaTypeFuncClass,main_ProjectInformation.State,TollType,TrafficForecast,ForecastYear,ForecastYearType,YearForecastProduced,ForecastingAgency,ForecastMethodology,SegmentDescription,ProjectID,SegmentID,CountID,Year_ofObservation,Count,Station_Identifier,main_TrafficCounts.State,CounterID,FunctionalClass,ImprovementType
"The SR 518 ? Resurfacing Project rom 0.143 Mile east of Pineapple Avenue (M.P. 5.715) to SR A1A
(M.P. 8.398).",2006,411997-1,3,FL,No Tolls on 1+ lane,44300,2018,2,2006,5-Consultant,4-Regional travel model,,"12-9283-411997-1-The SR 518 ? Resurfacing Project rom 0.143 Mile east of Pineapple Avenue (M.P. 5.715) to SR A1A
(M.P. 8.398).",1,12-24976-701005,2008,38000,701005,Florida,12-24976-701005,3-Principal Arterial,1
"The SR 518 ? Resurfacing Project rom 0.143 Mile east of Pineapple Avenue (M.P. 5.715) to SR A1A
(M.P. 8.398).",2006,411997-1,3,FL,No Tolls on 1+ lane,49400,2028,3,2006,5-Consultant,4-Regional travel model,,"12-9283-411997-1-The SR 518 ? Resurfacing Project rom 0.143 Mile east of Pineapple Avenue (M.P. 5.715) to SR A1A
(M.P. 8.398).",1,12-24976-701005,2008,38000,701005,Florida,12-24976-701005,3-Principal Arterial,1
the resurfacing of S.R. 518 from MP 0.000 to MP 4.452,2002,411672-1,3,FL,No Tolls on 1+ lane,26500,2004,1,2002,5-Consultant,4-Regional travel model,MP 0 to MP 0.394,12-9284-411672-1-the resurfacing of S.R. 518 from MP 0.000 to MP 4.452,1,12-24977-700408,2004,24500,700408,Florida,12-24977-700408,3-Principal Arterial,1
the resurfacing of S.R. 518 from MP 0.000 to MP 4.452,2002,411672-1,3,FL,No Tolls on 1+ lane,32000,2014,2,2002,5-Consultant,4-Regional travel model,MP 0 to MP 0.394,12-9284-411672-1-the resurfacing of S.R. 518 from MP 0.000 to MP 4.452,1,12-24977-700408,2004,24500,700408,Florida,12-24977-700408,3-Principal Arterial,1
the resurfacing of S.R. 518 from MP 0.000 to MP 4.452,2002,411672-1,3,FL,No Tolls on 1+ lane,37500,2024,3,2002,5-Consultant,4-Regional travel model,MP 0 to MP 0.394,12-9284-411672-1-the resurfacing of S.R. 518 from MP 0.000 to MP 4.452,1,12-24977-700408,2004,24500,700408,Florida,12-24977-700408,3-Principal Arterial,1
the resurfacing of S.R. 518 from MP 0.000 to MP 4.453,2002,411672-1,3,FL,No Tolls on 1+ lane,14000,2004,1,2002,5-Consultant,4-Regional travel model,MP 0.394 to MP 1.925,12-9285-411672-1-the resurfacing of S.R. 518 from MP 0.000 to MP 4.453,2,12-24977-700408,2004,24500,700408,Florida,12-24977-700408,3-Principal Arterial,1
the resurfacing of S.R. 518 from MP 0.000 to MP 4.453,2002,411672-1,3,FL,No Tolls on 1+ lane,16900,2014,2,2002,5-Consultant,4-Regional travel model,MP 0.394 to MP 1.925,12-9285-411672-1-the resurfacing of S.R. 518 from MP 0.000 to MP 4.453,2,12-24977-700408,2004,24500,700408,Florida,12-24977-700408,3-Principal Arterial,1
the resurfacing of S.R. 518 from MP 0.000 to MP 4.453,2002,411672-1,3,FL,No Tolls on 1+ lane,19800,2024,3,2002,5-Consultant,4-Regional travel model,MP 0.394 to MP 1.925,12-9285-411672-1-the resurfacing of S.R. 518 from MP 0.000 to MP 4.453,2,12-24977-700408,2004,24500,700408,Florida,12-24977-700408,3-Principal Arterial,1
"resurfacing of S.R. 518 from C.R.
511 to S.R. 5 Milepost 0.000 and extends
east to Milepost 4.452",2002,411672-1,3,FL,No Tolls on 1+ lane,26500,2004,1,2002,5-Consultant,4-Regional travel model,East of C.R. 511,"12-9062-411672-1-resurfacing of S.R. 518 from C.R.
511 to S.R. 5 Milepost 0.000 and extends
east to Milepost 4.452",1,12-24765-700408,2004,24500,700408,Florida,12-24765-700408,3-Principal Arterial,1
"resurfacing of S.R. 518 from C.R.
511 to S.R. 5 Milepost 0.000 and extends
east to Milepost 4.452",2002,411672-1,3,FL,No Tolls on 1+ lane,32000,2014,2,2002,5-Consultant,4-Regional travel model,East of C.R. 511,"12-9062-411672-1-resurfacing of S.R. 518 from C.R.
511 to S.R. 5 Milepost 0.000 and extends
east to Milepost 4.452",1,12-24765-700408,2004,24500,700408,Florida,12-24765-700408,3-Principal Arterial,1
"resurfacing of S.R. 518 from C.R.
511 to S.R. 5 Milepost 0.000 and extends
east to Milepost 4.452",2002,411672-1,3,FL,No Tolls on 1+ lane,37500,2024,3,2002,5-Consultant,4-Regional travel model,East of C.R. 511,"12-9062-411672-1-resurfacing of S.R. 518 from C.R.
511 to S.R. 5 Milepost 0.000 and extends
east to Milepost 4.452",1,12-24765-700408,2004,24500,700408,Florida,12-24765-700408,3-Principal Arterial,1
the resurfacing of S.R. 518 from MP 0.000 to MP 4.454,2002,411672-1,3,FL,No Tolls on 1+ lane,24800,2004,1,2002,5-Consultant,4-Regional travel model,MP 1.925 to MP 4.452,12-9286-411672-1-the resurfacing of S.R. 518 from MP 0.000 to MP 4.454,3,12-24978-700423,2004,18100,700423,Florida,12-24978-700423,3-Principal Arterial,1
the resurfacing of S.R. 518 from MP 0.000 to MP 4.454,2002,411672-1,3,FL,No Tolls on 1+ lane,30000,2014,2,2002,5-Consultant,4-Regional travel model,MP 1.925 to MP 4.452,12-9286-411672-1-the resurfacing of S.R. 518 from MP 0.000 to MP 4.454,3,12-24978-700423,2004,18100,700423,Florida,12-24978-700423,3-Principal Arterial,1
the resurfacing of S.R. 518 from MP 0.000 to MP 4.454,2002,411672-1,3,FL,No Tolls on 1+ lane,35200,2024,3,2002,5-Consultant,4-Regional travel model,MP 1.925 to MP 4.452,12-9286-411672-1-the resurfacing of S.R. 518 from MP 0.000 to MP 4.454,3,12-24978-700423,2004,18100,700423,Florida,12-24978-700423,3-Principal Arterial,1
"resurfacing of S.R. 518 from C.R.
511 to S.R. 5 Milepost 0.000 and extends
east to Milepost 4.454",2002,411672-1,3,FL,No Tolls on 1+ lane,24800,2004,1,2002,5-Consultant,4-Regional travel model,West of S.R. 5,"12-9064-411672-1-resurfacing of S.R. 518 from C.R.
511 to S.R. 5 Milepost 0.000 and extends
east to Milepost 4.454",3,12-24767-700423,2004,18100,700423,Florida,12-24767-700423,3-Principal Arterial,1
"resurfacing of S.R. 518 from C.R.
511 to S.R. 5 Milepost 0.000 and extends
east to Milepost 4.454",2002,411672-1,3,FL,No Tolls on 1+ lane,30000,2014,2,2002,5-Consultant,4-Regional travel model,West of S.R. 5,"12-9064-411672-1-resurfacing of S.R. 518 from C.R.
511 to S.R. 5 Milepost 0.000 and extends
east to Milepost 4.454",3,12-24767-700423,2004,18100,700423,Florida,12-24767-700423,3-Principal Arterial,1
"resurfacing of S.R. 518 from C.R.
511 to S.R. 5 Milepost 0.000 and extends
east to Milepost 4.454",2002,411672-1,3,FL,No Tolls on 1+ lane,35200,2024,3,2002,5-Consultant,4-Regional travel model,West of S.R. 5,"12-9064-411672-1-resurfacing of S.R. 518 from C.R.
511 to S.R. 5 Milepost 0.000 and extends
east to Milepost 4.454",3,12-24767-700423,2004,18100,700423,Florida,12-24767-700423,3-Principal Arterial,1
"resurfacing of S.R. 518 from C.R.
511 to S.R. 5 Milepost 0.000 and extends
east to Milepost 4.453",2002,411672-1,3,FL,No Tolls on 1+ lane,14000,2004,1,2002,5-Consultant,4-Regional travel model,West of C.R. 5054,"12-9063-411672-1-resurfacing of S.R. 518 from C.R.
511 to S.R. 5 Milepost 0.000 and extends
east to Milepost 4.453",2,12-24766-700421,2004,13200,700421,Florida,12-24766-700421,3-Principal Arterial,1
"resurfacing of S.R. 518 from C.R.
511 to S.R. 5 Milepost 0.000 and extends
east to Milepost 4.453",2002,411672-1,3,FL,No Tolls on 1+ lane,16900,2014,2,2002,5-Consultant,4-Regional travel model,West of C.R. 5054,"12-9063-411672-1-resurfacing of S.R. 518 from C.R.
511 to S.R. 5 Milepost 0.000 and extends
east to Milepost 4.453",2,12-24766-700421,2004,13200,700421,Florida,12-24766-700421,3-Principal Arterial,1
"resurfacing of S.R. 518 from C.R.
511 to S.R. 5 Milepost 0.000 and extends
east to Milepost 4.453",2002,411672-1,3,FL,No Tolls on 1+ lane,19800,2024,3,2002,5-Consultant,4-Regional travel model,West of C.R. 5054,"12-9063-411672-1-resurfacing of S.R. 518 from C.R.
511 to S.R. 5 Milepost 0.000 and extends
east to Milepost 4.453",2,12-24766-700421,2004,13200,700421,Florida,12-24766-700421,3-Principal Arterial,1
the resurfacing of S.R. 25 (U.S. 27) from O?Brien Road to Palatlakaha Creek Bridge MP 23.818 and extends north to Milepost 31.825,2002,411993-1,1,FL,No Tolls on 1+ lane,20200,2005,1,2002,5-Consultant,4-Regional travel model,North of O?Brien Rd,12-9287-411993-1-the resurfacing of S.R. 25 (U.S. 27) from O?Brien Road to Palatlakaha Creek Bridge MP 23.818 and extends north to Milepost 31.825,1,12-24979-110363,2005,23500,110363,Florida,12-24979-110363,3-Principal Arterial,1
the resurfacing of S.R. 25 (U.S. 27) from O?Brien Road to Palatlakaha Creek Bridge MP 23.818 and extends north to Milepost 31.825,2002,411993-1,1,FL,No Tolls on 1+ lane,24500,2015,2,2002,5-Consultant,4-Regional travel model,North of O?Brien Rd,12-9287-411993-1-the resurfacing of S.R. 25 (U.S. 27) from O?Brien Road to Palatlakaha Creek Bridge MP 23.818 and extends north to Milepost 31.825,1,12-24979-110363,2005,23500,110363,Florida,12-24979-110363,3-Principal Arterial,1
the resurfacing of S.R. 25 (U.S. 27) from O?Brien Road to Palatlakaha Creek Bridge MP 23.818 and extends north to Milepost 31.825,2002,411993-1,1,FL,No Tolls on 1+ lane,28800,2025,3,2002,5-Consultant,4-Regional travel model,North of O?Brien Rd,12-9287-411993-1-the resurfacing of S.R. 25 (U.S. 27) from O?Brien Road to Palatlakaha Creek Bridge MP 23.818 and extends north to Milepost 31.825,1,12-24979-110363,2005,23500,110363,Florida,12-24979-110363,3-Principal Arterial,1
the resurfacing of S.R. 25 (U.S. 27) from O?Brien Road to Palatlakaha Creek Bridge MP 23.818 and extends north to Milepost 31.826,2002,411993-1,1,FL,No Tolls on 1+ lane,23400,2005,1,2002,,,South of Palatlakaha Creek Bridge,12-9288-411993-1-the resurfacing of S.R. 25 (U.S. 27) from O?Brien Road to Palatlakaha Creek Bridge MP 23.818 and extends north to Milepost 31.826,2,12-24980-110362,2005,25000,110362,Florida,12-24980-110362,3-Principal Arterial,1
the resurfacing of S.R. 25 (U.S. 27) from O?Brien Road to Palatlakaha Creek Bridge MP 23.818 and extends north to Milepost 31.826,2002,411993-1,1,FL,No Tolls on 1+ lane,28400,2015,2,2002,,,South of Palatlakaha Creek Bridge,12-9288-411993-1-the resurfacing of S.R. 25 (U.S. 27) from O?Brien Road to Palatlakaha Creek Bridge MP 23.818 and extends north to Milepost 31.826,2,12-24980-110362,2005,25000,110362,Florida,12-24980-110362,3-Principal Arterial,1
the resurfacing of S.R. 25 (U.S. 27) from O?Brien Road to Palatlakaha Creek Bridge MP 23.818 and extends north to Milepost 31.826,2002,411993-1,1,FL,No Tolls on 1+ lane,33400,2025,3,2002,,,South of Palatlakaha Creek Bridge,12-9288-411993-1-the resurfacing of S.R. 25 (U.S. 27) from O?Brien Road to Palatlakaha Creek Bridge MP 23.818 and extends north to Milepost 31.826,2,12-24980-110362,2005,25000,110362,Florida,12-24980-110362,3-Principal Arterial,1
"The SR 25 (US 27) Resurfacing Project limited to SR 25 (US 247), from M.P. 31.846 to M.P. 31.870",2002,408638-1,1,FL,No Tolls on 1+ lane,24500,2006,1,2002,5-Consultant,1-Traffic count trend,M.P. 31.846 to M.P. 31.870,"12-9312-408638-1-The SR 25 (US 27) Resurfacing Project limited to SR 25 (US 247), from M.P. 31.846 to M.P. 31.870",1,12-25002-110362,2006,26000,110362,Florida,12-25002-110362,3-Principal Arterial,1
"The SR 25 (US 27) Resurfacing Project limited to SR 25 (US 247), from M.P. 31.846 to M.P. 31.870",2002,408638-1,1,FL,No Tolls on 1+ lane,32900,2016,2,2002,5-Consultant,1-Traffic count trend,M.P. 31.846 to M.P. 31.870,"12-9312-408638-1-The SR 25 (US 27) Resurfacing Project limited to SR 25 (US 247), from M.P. 31.846 to M.P. 31.870",1,12-25002-110362,2006,26000,110362,Florida,12-25002-110362,3-Principal Arterial,1
"The SR 25 (US 27) Resurfacing Project limited to SR 25 (US 247), from M.P. 31.846 to M.P. 31.870",2002,408638-1,1,FL,No Tolls on 1+ lane,41400,2026,3,2002,5-Consultant,1-Traffic count trend,M.P. 31.846 to M.P. 31.870,"12-9312-408638-1-The SR 25 (US 27) Resurfacing Project limited to SR 25 (US 247), from M.P. 31.846 to M.P. 31.870",1,12-25002-110362,2006,26000,110362,Florida,12-25002-110362,3-Principal Arterial,1
"The Reconstruction Project for SR 46 begin at the Wildlife Crossing Bridge (M.P. 8.400) and end west of Old McDonald Road (M.P.
8.500).",2002,411116-1,1,FL,No Tolls on 1+ lane,17400,2003,1,2002,5-Consultant,1-Traffic count trend,,"12-9289-411116-1-The Reconstruction Project for SR 46 begin at the Wildlife Crossing Bridge (M.P. 8.400) and end west of Old McDonald Road (M.P.
8.500).",1,12-24981-111020,2003,11500,111020,Florida,12-24981-111020,3-Principal Arterial,1
"The Reconstruction Project for SR 46 begin at the Wildlife Crossing Bridge (M.P. 8.400) and end west of Old McDonald Road (M.P.
8.500).",2002,411116-1,1,FL,No Tolls on 1+ lane,24700,2013,2,2002,5-Consultant,1-Traffic count trend,,"12-9289-411116-1-The Reconstruction Project for SR 46 begin at the Wildlife Crossing Bridge (M.P. 8.400) and end west of Old McDonald Road (M.P.
8.500).",1,12-24981-111020,2003,11500,111020,Florida,12-24981-111020,3-Principal Arterial,1
"The Reconstruction Project for SR 46 begin at the Wildlife Crossing Bridge (M.P. 8.400) and end west of Old McDonald Road (M.P.
8.500).",2002,411116-1,1,FL,No Tolls on 1+ lane,32000,2023,3,2002,5-Consultant,1-Traffic count trend,,"12-9289-411116-1-The Reconstruction Project for SR 46 begin at the Wildlife Crossing Bridge (M.P. 8.400) and end west of Old McDonald Road (M.P.
8.500).",1,12-24981-111020,2003,11500,111020,Florida,12-24981-111020,3-Principal Arterial,1
"The SR 518 ? Traffic Operations Improvement Project on SR 518 from I-95 (M.P. 0.093) to John
Rhodes Boulevard (M.P. 0.506)",2005,416187-1,3,FL,No Tolls on 1+ lane,58400,2027,3,2005,5-Consultant,5-Professional judgement,MP 0.093 to MP 0.506,"12-9345-416187-1-The SR 518 ? Traffic Operations Improvement Project on SR 518 from I-95 (M.P. 0.093) to John
Rhodes Boulevard (M.P. 0.506)",1,12-25034-700419,2007,32000,700419,Florida,12-25034-700419,3-Principal Arterial,4
"The SR 518 ? Traffic Operations Improvement Project on SR 518 from I-95 (M.P. 0.093) to John
Rhodes Boulevard (M.P. 0.506)",2005,416187-1,3,FL,No Tolls on 1+ lane,35300,2007,1,2005,5-Consultant,5-Professional judgement,MP 0.093 to MP 0.506,"12-9345-416187-1-The SR 518 ? Traffic Operations Improvement Project on SR 518 from I-95 (M.P. 0.093) to John
Rhodes Boulevard (M.P. 0.506)",1,12-25034-700419,2007,32000,700419,Florida,12-25034-700419,3-Principal Arterial,4
"The SR 518 ? Traffic Operations Improvement Project on SR 518 from I-95 (M.P. 0.093) to John
Rhodes Boulevard (M.P. 0.506)",2005,416187-1,3,FL,No Tolls on 1+ lane,46900,2017,2,2005,5-Consultant,5-Professional judgement,MP 0.093 to MP 0.506,"12-9345-416187-1-The SR 518 ? Traffic Operations Improvement Project on SR 518 from I-95 (M.P. 0.093) to John
Rhodes Boulevard (M.P. 0.506)",1,12-25034-700419,2007,32000,700419,Florida,12-25034-700419,3-Principal Arterial,4
"The SR 48 ? Add Left-Turn Lane(s) Project from west of West Street (M.P. 9.381) to east of
West Street (M.P. 9.581).",2005,416187-1,1,FL,No Tolls on 1+ lane,12700,2007,1,2005,5-Consultant,5-Professional judgement,MP 9.381 to MP 9..581,"12-9248-416187-1-The SR 48 ? Add Left-Turn Lane(s) Project from west of West Street (M.P. 9.381) to east of
West Street (M.P. 9.581).",1,12-24941-180009,2007,9300,180009,Florida,12-24941-180009,4-Minor Arterial,4
"The SR 48 ? Add Left-Turn Lane(s) Project from west of West Street (M.P. 9.381) to east of
West Street (M.P. 9.581).",2005,416187-1,1,FL,No Tolls on 1+ lane,15900,2017,2,2005,5-Consultant,5-Professional judgement,MP 9.381 to MP 9..581,"12-9248-416187-1-The SR 48 ? Add Left-Turn Lane(s) Project from west of West Street (M.P. 9.381) to east of
West Street (M.P. 9.581).",1,12-24941-180009,2007,9300,180009,Florida,12-24941-180009,4-Minor Arterial,4
"The SR 48 ? Add Left-Turn Lane(s) Project from west of West Street (M.P. 9.381) to east of
West Street (M.P. 9.581).",2005,416187-1,1,FL,No Tolls on 1+ lane,19000,2027,3,2005,5-Consultant,5-Professional judgement,MP 9.381 to MP 9..581,"12-9248-416187-1-The SR 48 ? Add Left-Turn Lane(s) Project from west of West Street (M.P. 9.381) to east of
West Street (M.P. 9.581).",1,12-24941-180009,2007,9300,180009,Florida,12-24941-180009,4-Minor Arterial,4
"The SR 3 Resurfacing Project on SR 3 from 0.011 Miles South of Smith Rd (M.P. 3.858) to the Kennedy
Space Center Gate (M.P. 9.755).",2005,417153-1,3,FL,No Tolls on 1+ lane,22400,2007,1,2005,5-Consultant,4-Regional travel model,(M.P. 3.858) to (M.P. 9.755),"12-9346-417153-1-The SR 3 Resurfacing Project on SR 3 from 0.011 Miles South of Smith Rd (M.P. 3.858) to the Kennedy
Space Center Gate (M.P. 9.755).",1,12-25035-700438,2007,19200,700438,Florida,12-25035-700438,3-Principal Arterial,1
"The SR 3 Resurfacing Project on SR 3 from 0.011 Miles South of Smith Rd (M.P. 3.858) to the Kennedy
Space Center Gate (M.P. 9.755).",2005,417153-1,3,FL,No Tolls on 1+ lane,24100,2017,2,2005,5-Consultant,4-Regional travel model,(M.P. 3.858) to (M.P. 9.755),"12-9346-417153-1-The SR 3 Resurfacing Project on SR 3 from 0.011 Miles South of Smith Rd (M.P. 3.858) to the Kennedy
Space Center Gate (M.P. 9.755).",1,12-25035-700438,2007,19200,700438,Florida,12-25035-700438,3-Principal Arterial,1
"The SR 3 Resurfacing Project on SR 3 from 0.011 Miles South of Smith Rd (M.P. 3.858) to the Kennedy
Space Center Gate (M.P. 9.755).",2005,417153-1,3,FL,No Tolls on 1+ lane,25900,2027,3,2005,5-Consultant,4-Regional travel model,(M.P. 3.858) to (M.P. 9.755),"12-9346-417153-1-The SR 3 Resurfacing Project on SR 3 from 0.011 Miles South of Smith Rd (M.P. 3.858) to the Kennedy
Space Center Gate (M.P. 9.755).",1,12-25035-700438,2007,19200,700438,Florida,12-25035-700438,3-Principal Arterial,1
"The SR 40 ? Resurfacing Project from 269 ft east of the intersection of SR 40 at Cypress Road (M.P. 6.535) to 438 ft west of the
intersection of SR 40 at Pinto Lane (M.P. 19.871",2005,417154-1,1,FL,No Tolls on 1+ lane,7200,2008,1,2005,5-Consultant,1-Traffic count trend,SR 40 - 4.0 Miles East of US 17/SR 15,"12-9347-417154-1-The SR 40 ? Resurfacing Project from 269 ft east of the intersection of SR 40 at Cypress Road (M.P. 6.535) to 438 ft west of the
intersection of SR 40 at Pinto Lane (M.P. 19.871",1,12-25036-790530,2008,5800,790530,Florida,12-25036-790530,3-Principal Arterial,1
"The SR 40 ? Resurfacing Project from 269 ft east of the intersection of SR 40 at Cypress Road (M.P. 6.535) to 438 ft west of the
intersection of SR 40 at Pinto Lane (M.P. 19.871",2005,417154-1,1,FL,No Tolls on 1+ lane,9600,2018,2,2005,5-Consultant,1-Traffic count trend,SR 40 - 4.0 Miles East of US 17/SR 15,"12-9347-417154-1-The SR 40 ? Resurfacing Project from 269 ft east of the intersection of SR 40 at Cypress Road (M.P. 6.535) to 438 ft west of the
intersection of SR 40 at Pinto Lane (M.P. 19.871",1,12-25036-790530,2008,5800,790530,Florida,12-25036-790530,3-Principal Arterial,1
"The SR 40 ? Resurfacing Project from 269 ft east of the intersection of SR 40 at Cypress Road (M.P. 6.535) to 438 ft west of the
intersection of SR 40 at Pinto Lane (M.P. 19.871",2005,417154-1,1,FL,No Tolls on 1+ lane,12000,2028,3,2005,5-Consultant,1-Traffic count trend,SR 40 - 4.0 Miles East of US 17/SR 15,"12-9347-417154-1-The SR 40 ? Resurfacing Project from 269 ft east of the intersection of SR 40 at Cypress Road (M.P. 6.535) to 438 ft west of the
intersection of SR 40 at Pinto Lane (M.P. 19.871",1,12-25036-790530,2008,5800,790530,Florida,12-25036-790530,3-Principal Arterial,1
"The SR 40 ? Resurfacing Project from 269 ft east of the intersection of SR 40 at Cypress Road (M.P. 6.535) to 438 ft west of the
intersection of SR 40 at Pinto Lane (M.P. 19.872",2005,417154-1,1,FL,No Tolls on 1+ lane,6700,2008,1,2005,5-Consultant,1-Traffic count trend,SR 40 - 3.0 Miles East of SR 11,"12-9348-417154-1-The SR 40 ? Resurfacing Project from 269 ft east of the intersection of SR 40 at Cypress Road (M.P. 6.535) to 438 ft west of the
intersection of SR 40 at Pinto Lane (M.P. 19.872",2,12-25037-790523,2008,10800,790523,Florida,12-25037-790523,3-Principal Arterial,1
"The SR 40 ? Resurfacing Project from 269 ft east of the intersection of SR 40 at Cypress Road (M.P. 6.535) to 438 ft west of the
intersection of SR 40 at Pinto Lane (M.P. 19.872",2005,417154-1,1,FL,No Tolls on 1+ lane,8900,2018,2,2005,5-Consultant,1-Traffic count trend,SR 40 - 3.0 Miles East of SR 11,"12-9348-417154-1-The SR 40 ? Resurfacing Project from 269 ft east of the intersection of SR 40 at Cypress Road (M.P. 6.535) to 438 ft west of the
intersection of SR 40 at Pinto Lane (M.P. 19.872",2,12-25037-790523,2008,10800,790523,Florida,12-25037-790523,3-Principal Arterial,1
