Project ID,Count ID,InternalProjectID,YEAR TYPE,StationID,Year,Actual AADT,Proj AADT,AADTDifference,AADT%Change,y
41-2195-84700-LIC-158-00.90||Replacing-the-existing-bridge-due-to-condition-of-bridge-deck.--T,41-18330-,84700,1-Opening Year,,2013,"61,180","70,070","8,890",14.53%,0.87
41-2195-84700-LIC-158-00.90||Replacing-the-existing-bridge-due-to-condition-of-bridge-deck.--T,41-18331-,84700,3-Design Year,,2033,"62,510","96,070","33,560",53.69%,0.65
41-2196-84700-LIC-158-00.90||Replacing-the-existing-bridge-due-to-condition-of-bridge-deck.--T,41-18332-,84700,1-Opening Year,,2013,"51,540","60,940","9,400",18.24%,0.85
41-2196-84700-LIC-158-00.90||Replacing-the-existing-bridge-due-to-condition-of-bridge-deck.--T,41-18333-,84700,3-Design Year,,2033,"54,640","83,540","28,900",52.89%,0.65
41-2197-84700-LIC-158-00.90||Replacing-the-existing-bridge-due-to-condition-of-bridge-deck.--T,41-18334-,84700,1-Opening Year,,2013,"49,020","58,750","9,730",19.85%,0.83
41-2197-84700-LIC-158-00.90||Replacing-the-existing-bridge-due-to-condition-of-bridge-deck.--T,41-18335-,84700,3-Design Year,,2033,"52,770","80,770","28,000",53.06%,0.65
41-2198-84700-LIC-158-00.90||Replacing-the-existing-bridge-due-to-condition-of-bridge-deck.--T,41-18336-,84700,1-Opening Year,,2013,"43,580","53,500","9,920",22.76%,0.81
41-2198-84700-LIC-158-00.90||Replacing-the-existing-bridge-due-to-condition-of-bridge-deck.--T,41-18337-,84700,3-Design Year,,2033,"47,570","77,430","29,860",62.77%,0.61
41-2199-84699-LIC-70-15.30||Evaluation-and-reconfiguration-of-the-ramps-from-Interstate-Route-,41-18338-,84699,1-Opening Year,,2013,"49,020","58,750","9,730",19.85%,0.83
41-2199-84699-LIC-70-15.30||Evaluation-and-reconfiguration-of-the-ramps-from-Interstate-Route-,41-18339-,84699,3-Design Year,,2033,"52,770","80,770","28,000",53.06%,0.65
41-2200-84699-LIC-70-15.30||Evaluation-and-reconfiguration-of-the-ramps-from-Interstate-Route-,41-18340-,84699,1-Opening Year,,2013,"43,580","53,500","9,920",22.76%,0.81
41-2200-84699-LIC-70-15.30||Evaluation-and-reconfiguration-of-the-ramps-from-Interstate-Route-,41-18341-,84699,3-Design Year,,2033,"47,570","77,430","29,860",62.77%,0.61
41-2201-84699-LIC-70-15.30||Evaluation-and-reconfiguration-of-the-ramps-from-Interstate-Route-,41-18342-,84699,1-Opening Year,,2013,"40,790","46,710","5,920",14.51%,0.87
41-2201-84699-LIC-70-15.30||Evaluation-and-reconfiguration-of-the-ramps-from-Interstate-Route-,41-18343-,84699,3-Design Year,,2033,"41,090","69,540","28,450",69.24%,0.59
41-2202-84699-LIC-70-15.30||Evaluation-and-reconfiguration-of-the-ramps-from-Interstate-Route-,41-18344-,84699,1-Opening Year,,2013,"34,320","40,050","5,730",16.70%,0.86
41-2202-84699-LIC-70-15.30||Evaluation-and-reconfiguration-of-the-ramps-from-Interstate-Route-,41-18345-,84699,3-Design Year,,2033,"34,470","62,670","28,200",81.81%,0.55
41-2203-77474-MED-0076-07.83||Minor-Rehab,41-18346-,77474,1-Opening Year,,2013,"35,920","40,800","4,880",13.59%,0.88
41-2203-77474-MED-0076-07.83||Minor-Rehab,41-18347-,77474,3-Design Year,,2033,"37,920","48,590","10,670",28.14%,0.78
41-2204-84700-LIC-158-00.90||Replacing-the-existing-bridge-due-to-condition-of-bridge-deck.--T,41-18348-,84700,1-Opening Year,,2013,"3,580","5,540","1,960",54.75%,0.65
41-2204-84700-LIC-158-00.90||Replacing-the-existing-bridge-due-to-condition-of-bridge-deck.--T,41-18349-,84700,3-Design Year,,2033,"7,480","7,440",-40,-0.53%,1.01
41-2205-84700-LIC-158-00.90||Replacing-the-existing-bridge-due-to-condition-of-bridge-deck.--T,41-18350-,84700,1-Opening Year,,2013,"3,580","5,720","2,140",59.78%,0.63
41-2205-84700-LIC-158-00.90||Replacing-the-existing-bridge-due-to-condition-of-bridge-deck.--T,41-18351-,84700,3-Design Year,,2033,"7,480","7,680",200,2.67%,0.97
41-2206-84700-LIC-158-00.90||Replacing-the-existing-bridge-due-to-condition-of-bridge-deck.--T,41-18352-,84700,1-Opening Year,,2013,"6,990","9,260","2,270",32.47%,0.75
41-2206-84700-LIC-158-00.90||Replacing-the-existing-bridge-due-to-condition-of-bridge-deck.--T,41-18353-,84700,3-Design Year,,2033,"14,020","11,750","-2,270",-16.19%,1.19
41-2207-84700-LIC-158-00.90||Replacing-the-existing-bridge-due-to-condition-of-bridge-deck.--T,41-18354-,84700,1-Opening Year,,2013,"3,240","6,030","2,790",86.11%,0.54
41-2207-84700-LIC-158-00.90||Replacing-the-existing-bridge-due-to-condition-of-bridge-deck.--T,41-18355-,84700,3-Design Year,,2033,"3,440","11,680","8,240",239.53%,0.29
41-2208-84700-LIC-158-00.90||Replacing-the-existing-bridge-due-to-condition-of-bridge-deck.--T,41-18356-,84700,1-Opening Year,,2013,"2,250","2,560",310,13.78%,0.88
41-2208-84700-LIC-158-00.90||Replacing-the-existing-bridge-due-to-condition-of-bridge-deck.--T,41-18357-,84700,3-Design Year,,2033,"2,300","6,400","4,100",178.26%,0.36
41-2209-83540-GRE-72-8.48,41-18358-,83540,1-Opening Year,,2013,"2,010","2,680",670,33.33%,0.75
41-2209-83540-GRE-72-8.48,41-18359-,83540,3-Design Year,,2033,"2,290","3,340","1,050",45.85%,0.69
41-2210-83077-HAM-71-14.33,41-18360-,83077,1-Opening Year,,2013,"121,480","120,100","-1,380",-1.14%,1.01
41-2210-83077-HAM-71-14.33,41-18361-,83077,3-Design Year,,2033,"133,730","138,120","4,390",3.28%,0.97
41-2211-83077-HAM-71-14.33,41-18362-,83077,1-Opening Year,,2013,"132,280","133,240",960,0.73%,0.99
41-2211-83077-HAM-71-14.33,41-18363-,83077,3-Design Year,,2033,"141,560","154,400","12,840",9.07%,0.92
41-2212-83077-HAM-71-14.33,41-18364-,83077,1-Opening Year,,2013,"130,250","131,890","1,640",1.26%,0.99
41-2212-83077-HAM-71-14.33,41-18365-,83077,3-Design Year,,2033,"138,400","155,950","17,550",12.68%,0.89
41-2213-83077-HAM-71-14.33,41-18366-,83077,1-Opening Year,,2013,"123,110","130,060","6,950",5.65%,0.95
41-2213-83077-HAM-71-14.33,41-18367-,83077,3-Design Year,,2033,"129,170","170,610","41,440",32.08%,0.76
41-2214-83077-HAM-71-14.33,41-18368-,83077,1-Opening Year,,2013,"116,010","124,880","8,870",7.65%,0.93
41-2214-83077-HAM-71-14.33,41-18369-,83077,3-Design Year,,2033,"113,490","138,250","24,760",21.82%,0.82
41-2215-83077-HAM-71-14.33,41-18370-,83077,1-Opening Year,,2013,"96,970","107,920","10,950",11.29%,0.90
41-2215-83077-HAM-71-14.33,41-18371-,83077,3-Design Year,,2033,"99,040","123,670","24,630",24.87%,0.80
41-2216-84437-HAM-27-14.15||Extend-southbound-right-turn-lane-to-westbound-IR275-on-ramp.,41-18372-,84437,1-Opening Year,,2013,"57,330","72,790","15,460",26.97%,0.79
41-2216-84437-HAM-27-14.15||Extend-southbound-right-turn-lane-to-westbound-IR275-on-ramp.,41-18373-,84437,3-Design Year,,2033,"59,640","83,240","23,600",39.57%,0.72
41-2217-84437-HAM-27-14.15||Extend-southbound-right-turn-lane-to-westbound-IR275-on-ramp.,41-18374-,84437,1-Opening Year,,2013,"68,240","84,290","16,050",23.52%,0.81
41-2217-84437-HAM-27-14.15||Extend-southbound-right-turn-lane-to-westbound-IR275-on-ramp.,41-18375-,84437,3-Design Year,,2033,"69,400","95,900","26,500",38.18%,0.72
41-2218-84437-HAM-27-14.15||Extend-southbound-right-turn-lane-to-westbound-IR275-on-ramp.,41-18376-,84437,1-Opening Year,,2013,"76,610","95,930","19,320",25.22%,0.80
41-2218-84437-HAM-27-14.15||Extend-southbound-right-turn-lane-to-westbound-IR275-on-ramp.,41-18377-,84437,3-Design Year,,2033,"77,060","110,210","33,150",43.02%,0.70
41-2219-84437-HAM-27-14.15||Extend-southbound-right-turn-lane-to-westbound-IR275-on-ramp.,41-18378-,84437,1-Opening Year,,2013,"87,080","107,070","19,990",22.96%,0.81
41-2219-84437-HAM-27-14.15||Extend-southbound-right-turn-lane-to-westbound-IR275-on-ramp.,41-18379-,84437,3-Design Year,,2033,"85,880","122,270","36,390",42.37%,0.70
41-2220-77474-MED-0076-07.83||Minor-Rehab,41-18380-,77474,1-Opening Year,,2013,"41,440","46,870","5,430",13.10%,0.88
41-2220-77474-MED-0076-07.83||Minor-Rehab,41-18381-,77474,3-Design Year,,2033,"44,060","55,170","11,110",25.22%,0.80
41-2221-77474-MED-0076-07.83||Minor-Rehab,41-18382-,77474,1-Opening Year,,2013,"47,020","51,680","4,660",9.91%,0.91
41-2221-77474-MED-0076-07.83||Minor-Rehab,41-18383-,77474,3-Design Year,,2033,"48,950","63,020","14,070",28.74%,0.78
41-2222-83077-HAM-71-14.33,41-18384-,83077,1-Opening Year,,2013,"20,290","57,550","37,260",183.64%,0.35
41-2222-83077-HAM-71-14.33,41-18385-,83077,3-Design Year,,2033,"48,350","63,080","14,730",30.47%,0.77
41-2223-83077-HAM-71-14.33,41-18386-,83077,1-Opening Year,,2013,"20,290","25,810","5,520",27.21%,0.79
41-2223-83077-HAM-71-14.33,41-18387-,83077,3-Design Year,,2033,"20,100","26,710","6,610",32.89%,0.75
41-2224-76477-ROS-23-10.79||To-preserve-and-maintain-the-existing-pavement-by-making-the-neces,41-18388-,76477,1-Opening Year,,2013,"17,940","20,470","2,530",14.10%,0.88
41-2224-76477-ROS-23-10.79||To-preserve-and-maintain-the-existing-pavement-by-making-the-neces,41-18389-,76477,3-Design Year,,2033,"17,670","25,230","7,560",42.78%,0.70
41-2225-76477-ROS-23-10.79||To-preserve-and-maintain-the-existing-pavement-by-making-the-neces,41-18390-,76477,1-Opening Year,,2013,"36,240","45,100","8,860",24.45%,0.80
41-2225-76477-ROS-23-10.79||To-preserve-and-maintain-the-existing-pavement-by-making-the-neces,41-18391-,76477,3-Design Year,,2033,"35,820","53,170","17,350",48.44%,0.67
41-2226-76477-ROS-23-10.79||To-preserve-and-maintain-the-existing-pavement-by-making-the-neces,41-18392-,76477,1-Opening Year,,2013,"38,530","47,200","8,670",22.50%,0.82
41-2226-76477-ROS-23-10.79||To-preserve-and-maintain-the-existing-pavement-by-making-the-neces,41-18393-,76477,3-Design Year,,2033,"38,170","56,430","18,260",47.84%,0.68
41-2227-76477-ROS-23-10.79||To-preserve-and-maintain-the-existing-pavement-by-making-the-neces,41-18394-,76477,1-Opening Year,,2013,"20,420","21,820","1,400",6.86%,0.94
41-2227-76477-ROS-23-10.79||To-preserve-and-maintain-the-existing-pavement-by-making-the-neces,41-18395-,76477,3-Design Year,,2033,"18,450","29,210","10,760",58.32%,0.63
41-2228-76477-ROS-23-10.79||To-preserve-and-maintain-the-existing-pavement-by-making-the-neces,41-18396-,76477,1-Opening Year,,2013,"19,260","20,270","1,010",5.24%,0.95
41-2228-76477-ROS-23-10.79||To-preserve-and-maintain-the-existing-pavement-by-making-the-neces,41-18397-,76477,3-Design Year,,2033,"17,880","25,180","7,300",40.83%,0.71
41-2229-84437-HAM-27-14.15||Extend-southbound-right-turn-lane-to-westbound-IR275-on-ramp.,41-18398-,84437,1-Opening Year,,2013,"32,930","30,280","-2,650",-8.05%,1.09
41-2229-84437-HAM-27-14.15||Extend-southbound-right-turn-lane-to-westbound-IR275-on-ramp.,41-18399-,84437,3-Design Year,,2033,"33,410","32,560",-850,-2.54%,1.03
41-2230-84437-HAM-27-14.15||Extend-southbound-right-turn-lane-to-westbound-IR275-on-ramp.,41-18400-,84437,1-Opening Year,,2013,"32,930","32,560",-370,-1.12%,1.01
41-2230-84437-HAM-27-14.15||Extend-southbound-right-turn-lane-to-westbound-IR275-on-ramp.,41-18401-,84437,3-Design Year,,2033,"33,410","34,880","1,470",4.40%,0.96
41-2231-84437-HAM-27-14.15||Extend-southbound-right-turn-lane-to-westbound-IR275-on-ramp.,41-18402-,84437,1-Opening Year,,2013,"34,400","36,160","1,760",5.12%,0.95
41-2231-84437-HAM-27-14.15||Extend-southbound-right-turn-lane-to-westbound-IR275-on-ramp.,41-18403-,84437,3-Design Year,,2033,"38,220","41,510","3,290",8.61%,0.92
41-2232-84437-HAM-27-14.15||Extend-southbound-right-turn-lane-to-westbound-IR275-on-ramp.,41-18404-,84437,1-Opening Year,,2013,"26,250","28,920","2,670",10.17%,0.91
41-2232-84437-HAM-27-14.15||Extend-southbound-right-turn-lane-to-westbound-IR275-on-ramp.,41-18405-,84437,3-Design Year,,2033,"28,180","34,120","5,940",21.08%,0.83
41-2233-84437-HAM-27-14.15||Extend-southbound-right-turn-lane-to-westbound-IR275-on-ramp.,41-18406-,84437,1-Opening Year,,2013,"26,250","27,800","1,550",5.90%,0.94
41-2233-84437-HAM-27-14.15||Extend-southbound-right-turn-lane-to-westbound-IR275-on-ramp.,41-18407-,84437,3-Design Year,,2033,"28,180","33,000","4,820",17.10%,0.85
41-2234-84699-LIC-70-15.30||Evaluation-and-reconfiguration-of-the-ramps-from-Interstate-Route-,41-18408-,84699,1-Opening Year,,2013,"16,140","14,830","-1,310",-8.12%,1.09
41-2234-84699-LIC-70-15.30||Evaluation-and-reconfiguration-of-the-ramps-from-Interstate-Route-,41-18409-,84699,3-Design Year,,2033,"18,380","16,000","-2,380",-12.95%,1.15
41-2235-84699-LIC-70-15.30||Evaluation-and-reconfiguration-of-the-ramps-from-Interstate-Route-,41-18410-,84699,1-Opening Year,,2013,"11,560","12,900","1,340",11.59%,0.90
41-2235-84699-LIC-70-15.30||Evaluation-and-reconfiguration-of-the-ramps-from-Interstate-Route-,41-18411-,84699,3-Design Year,,2033,"13,280","13,870",590,4.44%,0.96
41-2236-X-CLE-125-6.99,41-18412-,X,1-Opening Year,,2013,"24,642","23,600","-1,042",-4.23%,1.04
41-2236-X-CLE-125-6.99,41-18413-,X,3-Design Year,,2033,"27,640","28,900","1,260",4.56%,0.96
41-2237-X-CLE-125-6.99,41-18414-,X,1-Opening Year,,2013,"19,710","22,760","3,050",15.47%,0.87
41-2237-X-CLE-125-6.99,41-18415-,X,3-Design Year,,2033,"23,740","29,750","6,010",25.32%,0.80
41-2238-83571-MOT-741-3.15||Reconfigure-section-of-SR-741;-Remove-traffic-signal-at-SR-741-&-M,41-18416-,83571,1-Opening Year,,2013,"24,700","34,030","9,330",37.77%,0.73
41-2238-83571-MOT-741-3.15||Reconfigure-section-of-SR-741;-Remove-traffic-signal-at-SR-741-&-M,41-18417-,83571,3-Design Year,,2033,"37,560","34,030","-3,530",-9.40%,1.10
41-2239-83571-MOT-741-3.15||Reconfigure-section-of-SR-741;-Remove-traffic-signal-at-SR-741-&-M,41-18418-,83571,1-Opening Year,,2013,"24,700","32,950","8,250",33.40%,0.75
41-2239-83571-MOT-741-3.15||Reconfigure-section-of-SR-741;-Remove-traffic-signal-at-SR-741-&-M,41-18419-,83571,3-Design Year,,2033,"37,560","32,950","-4,610",-12.27%,1.14
41-2240-83571-MOT-741-3.15||Reconfigure-section-of-SR-741;-Remove-traffic-signal-at-SR-741-&-M,41-18420-,83571,1-Opening Year,,2013,"24,700","33,470","8,770",35.51%,0.74
41-2240-83571-MOT-741-3.15||Reconfigure-section-of-SR-741;-Remove-traffic-signal-at-SR-741-&-M,41-18421-,83571,3-Design Year,,2033,"37,560","33,470","-4,090",-10.89%,1.12
41-2241-83571-MOT-741-3.15||Reconfigure-section-of-SR-741;-Remove-traffic-signal-at-SR-741-&-M,41-18422-,83571,1-Opening Year,,2013,"24,700","33,050","8,350",33.81%,0.75
41-2241-83571-MOT-741-3.15||Reconfigure-section-of-SR-741;-Remove-traffic-signal-at-SR-741-&-M,41-18423-,83571,3-Design Year,,2033,"37,560","33,050","-4,510",-12.01%,1.14
41-2242-83571-MOT-741-3.15||Reconfigure-section-of-SR-741;-Remove-traffic-signal-at-SR-741-&-M,41-18424-,83571,1-Opening Year,,2013,"24,700","31,040","6,340",25.67%,0.80
41-2242-83571-MOT-741-3.15||Reconfigure-section-of-SR-741;-Remove-traffic-signal-at-SR-741-&-M,41-18425-,83571,3-Design Year,,2033,"37,560","31,040","-6,520",-17.36%,1.21
41-2243-83571-MOT-741-3.15||Reconfigure-section-of-SR-741;-Remove-traffic-signal-at-SR-741-&-M,41-18426-,83571,1-Opening Year,,2013,"24,700","33,420","8,720",35.30%,0.74
41-2243-83571-MOT-741-3.15||Reconfigure-section-of-SR-741;-Remove-traffic-signal-at-SR-741-&-M,41-18427-,83571,3-Design Year,,2033,"37,560","33,420","-4,140",-11.02%,1.12
41-2244-83571-MOT-741-3.15||Reconfigure-section-of-SR-741;-Remove-traffic-signal-at-SR-741-&-M,41-18428-,83571,1-Opening Year,,2013,"24,700","32,350","7,650",30.97%,0.76
41-2244-83571-MOT-741-3.15||Reconfigure-section-of-SR-741;-Remove-traffic-signal-at-SR-741-&-M,41-18429-,83571,3-Design Year,,2033,"37,560","32,370","-5,190",-13.82%,1.16
41-2245-83571-MOT-741-3.15||Reconfigure-section-of-SR-741;-Remove-traffic-signal-at-SR-741-&-M,41-18430-,83571,1-Opening Year,,2013,"22,480","23,190",710,3.16%,0.97
41-2245-83571-MOT-741-3.15||Reconfigure-section-of-SR-741;-Remove-traffic-signal-at-SR-741-&-M,41-18431-,83571,3-Design Year,,2033,"23,740","23,210",-530,-2.23%,1.02
41-2246-83571-MOT-741-3.15||Reconfigure-section-of-SR-741;-Remove-traffic-signal-at-SR-741-&-M,41-18432-,83571,1-Opening Year,,2013,"30,470","33,090","2,620",8.60%,0.92
41-2246-83571-MOT-741-3.15||Reconfigure-section-of-SR-741;-Remove-traffic-signal-at-SR-741-&-M,41-18433-,83571,3-Design Year,,2033,"33,850","33,970",120,0.35%,1.00
41-2247-83571-MOT-741-3.15||Reconfigure-section-of-SR-741;-Remove-traffic-signal-at-SR-741-&-M,41-18434-,83571,1-Opening Year,,2013,"24,200","23,990",-210,-0.87%,1.01
41-2247-83571-MOT-741-3.15||Reconfigure-section-of-SR-741;-Remove-traffic-signal-at-SR-741-&-M,41-18435-,83571,3-Design Year,,2033,"26,910","26,150",-760,-2.82%,1.03
41-2248-X-CLE-125-6.99,41-18436-,X,1-Opening Year,,2013,"6,280","8,980","2,700",42.99%,0.70
41-2248-X-CLE-125-6.99,41-18437-,X,3-Design Year,,2033,"7,690","13,430","5,740",74.64%,0.57
41-2249-84699-LIC-70-15.30||Evaluation-and-reconfiguration-of-the-ramps-from-Interstate-Route-,41-18438-,84699,1-Opening Year,,2013,"8,650","10,260","1,610",18.61%,0.84
41-2249-84699-LIC-70-15.30||Evaluation-and-reconfiguration-of-the-ramps-from-Interstate-Route-,41-18439-,84699,3-Design Year,,2033,"8,840","10,700","1,860",21.04%,0.83
41-2250-84699-LIC-70-15.30||Evaluation-and-reconfiguration-of-the-ramps-from-Interstate-Route-,41-18440-,84699,1-Opening Year,,2013,"9,000","12,240","3,240",36.00%,0.74
41-2250-84699-LIC-70-15.30||Evaluation-and-reconfiguration-of-the-ramps-from-Interstate-Route-,41-18441-,84699,3-Design Year,,2033,"13,480","12,670",-810,-6.01%,1.06
41-2251-76938-FAI-33-05.00(Carroll-Area)|Tier-2|Construction-of-a-new-interchange-in-the-Carro,41-18442-,76938,1-Opening Year,,2013,"40,750","41,310",560,1.37%,0.99
41-2251-76938-FAI-33-05.00(Carroll-Area)|Tier-2|Construction-of-a-new-interchange-in-the-Carro,41-18443-,76938,3-Design Year,,2023,"38,710","47,340","8,630",22.29%,0.82
41-2252-76938-FAI-33-05.00(Carroll-Area)|Tier-2|Construction-of-a-new-interchange-in-the-Carro,41-18444-,76938,1-Opening Year,,2013,"40,750","41,850","1,100",2.70%,0.97
41-2252-76938-FAI-33-05.00(Carroll-Area)|Tier-2|Construction-of-a-new-interchange-in-the-Carro,41-18445-,76938,3-Design Year,,2023,"38,710","48,270","9,560",24.70%,0.80
41-2253-75449-JAC-124-20.17-Brdg-Replace||It-is-proposed-to-replace-the-existing-deficient-str,41-18446-,75449,1-Opening Year,,2013,960,"1,340",380,39.58%,0.72
41-2253-75449-JAC-124-20.17-Brdg-Replace||It-is-proposed-to-replace-the-existing-deficient-str,41-18447-,75449,3-Design Year,,2043,"1,100","1,500",400,36.36%,0.73
41-2254-83924-PIK-335-21.51/21.65-Brdg1s||It-is-proposed-to-replace-the-deficient-structures-(,41-18448-,83924,1-Opening Year,,2013,670,"1,470",800,119.40%,0.46
41-2254-83924-PIK-335-21.51/21.65-Brdg1s||It-is-proposed-to-replace-the-deficient-structures-(,41-18449-,83924,3-Design Year,,2043,650,"2,250","1,600",246.15%,0.29
41-2255-83907-BRO-286-3.42-Brdg-Repair||It-is-preposed-to-repair-the-structure-(SFN-0803219).,41-18450-,83907,1-Opening Year,,2013,700,910,210,30.00%,0.77
41-2255-83907-BRO-286-3.42-Brdg-Repair||It-is-preposed-to-repair-the-structure-(SFN-0803219).,41-18451-,83907,3-Design Year,,2043,720,"1,410",690,95.83%,0.51
41-2256-84506-FRA-270-10.160-(Parts-1-&-2)||Safety-funding-in-PE-ENV-and-PE-PD,41-18452-,84506,1-Opening Year,,2013,"78,450","117,450","39,000",49.71%,0.67
41-2256-84506-FRA-270-10.160-(Parts-1-&-2)||Safety-funding-in-PE-ENV-and-PE-PD,41-18453-,84506,3-Design Year,,2033,"89,350","140,590","51,240",57.35%,0.64
41-2257-84506-FRA-270-10.160-(Parts-1-&-2)||Safety-funding-in-PE-ENV-and-PE-PD,41-18454-,84506,1-Opening Year,,2013,"105,700","136,940","31,240",29.56%,0.77
41-2257-84506-FRA-270-10.160-(Parts-1-&-2)||Safety-funding-in-PE-ENV-and-PE-PD,41-18455-,84506,3-Design Year,,2033,"115,920","167,320","51,400",44.34%,0.69
41-2258-84506-FRA-270-10.160-(Parts-1-&-2)||Safety-funding-in-PE-ENV-and-PE-PD,41-18456-,84506,1-Opening Year,,2013,"107,760","136,280","28,520",26.47%,0.79
41-2258-84506-FRA-270-10.160-(Parts-1-&-2)||Safety-funding-in-PE-ENV-and-PE-PD,41-18457-,84506,3-Design Year,,2033,"116,330","150,350","34,020",29.24%,0.77
41-2259-84506-FRA-270-10.160-(Parts-1-&-2)||Safety-funding-in-PE-ENV-and-PE-PD,41-18458-,84506,1-Opening Year,,2013,"101,770","123,760","21,990",21.61%,0.82
41-2259-84506-FRA-270-10.160-(Parts-1-&-2)||Safety-funding-in-PE-ENV-and-PE-PD,41-18459-,84506,3-Design Year,,2033,"105,060","147,800","42,740",40.68%,0.71
41-2260-84506-FRA-270-10.160-(Parts-1-&-2)||Safety-funding-in-PE-ENV-and-PE-PD,41-18460-,84506,1-Opening Year,,2013,"93,050","99,000","5,950",6.39%,0.94
41-2260-84506-FRA-270-10.160-(Parts-1-&-2)||Safety-funding-in-PE-ENV-and-PE-PD,41-18461-,84506,3-Design Year,,2033,"91,190","123,490","32,300",35.42%,0.74
41-2261-84506-FRA-270-10.160-(Parts-1-&-2)||Safety-funding-in-PE-ENV-and-PE-PD,41-18462-,84506,1-Opening Year,,2013,"116,450","124,430","7,980",6.85%,0.94
41-2261-84506-FRA-270-10.160-(Parts-1-&-2)||Safety-funding-in-PE-ENV-and-PE-PD,41-18463-,84506,3-Design Year,,2033,"119,750","151,200","31,450",26.26%,0.79
"41-2262-83011-HAM-74-5.53		Plane-and-pave-the-74/275-overlap-in-Hamilton-County-and-perform-mi",41-18464-,83011,1-Opening Year,,2013,"49,570","58,100","8,530",17.21%,0.85
"41-2262-83011-HAM-74-5.53		Plane-and-pave-the-74/275-overlap-in-Hamilton-County-and-perform-mi",41-18465-,83011,3-Design Year,,2033,"41,410","78,100","36,690",88.60%,0.53
"41-2263-83011-HAM-74-5.53		Plane-and-pave-the-74/275-overlap-in-Hamilton-County-and-perform-mi",41-18466-,83011,1-Opening Year,,2013,"65,880","80,910","15,030",22.81%,0.81
"41-2263-83011-HAM-74-5.53		Plane-and-pave-the-74/275-overlap-in-Hamilton-County-and-perform-mi",41-18467-,83011,3-Design Year,,2033,"64,620","106,250","41,630",64.42%,0.61
"41-2264-83011-HAM-74-5.53		Plane-and-pave-the-74/275-overlap-in-Hamilton-County-and-perform-mi",41-18468-,83011,1-Opening Year,,2013,"74,170","89,390","15,220",20.52%,0.83
"41-2264-83011-HAM-74-5.53		Plane-and-pave-the-74/275-overlap-in-Hamilton-County-and-perform-mi",41-18469-,83011,3-Design Year,,2033,"72,930","116,000","43,070",59.06%,0.63
"41-2265-83011-HAM-74-5.53		Plane-and-pave-the-74/275-overlap-in-Hamilton-County-and-perform-mi",41-18470-,83011,1-Opening Year,,2013,"74,170","64,480","-9,690",-13.06%,1.15
